Text,Mood
i open a site in my browser i feel agitated because,anger
i hate i feel so fucking annoyed or rather i feel disgust toward them,anger
i feel mc was being sarcastic as usual,anger
im feeling slightly annoyed im not at the hurts concert in london tonight,anger
i remember feeling extraordinarily pissed,anger
i constantly feel the need to forgive people who have wronged me,anger
i think from something so pointless amp stupid that i feel petty even writing it,anger
i was feeling a bit of pinching at about degrees but when he distracted the hip just a bit i was able to get closer to,anger
i feel very betty draper of mad men in this dress for some reason,anger
i cant help but feel like a mouse about to be pounced on by a vicious cat,anger
i was not wanting too let go was feeling the need to be stubborn and defiant,anger
i feel im being bitchy and not seeing my parents for a while has gotten me a little depressed,anger
i feel bitter about ia,anger
i feel frustrated when were late is easier to hear than you always make us late keep fighting away from your kids unless you model how to resolve it in front of them,anger
i feel bitter when i hear of other familys and their international adoption successes,anger
i wasnt feeling so irritated by my craft supply organisation etc,anger
i look for that feeling that comfort when im feeling stressed or tired i pick up the phone and suggest to my mum that we walk the dogs together offer to bring my dad for a coffee and i try to tie this feeling of comfort to a new past time one that doesnt involve cake,anger
i feel like death because of almost everyone i know and no one has ever bothered to ask me what was wrong,anger
i am feeling very irritable because it is now days since i was in the studio,anger
i can find myself feeling irritated by the fact that i have to get up before i would like to because one or more of my children is awake and ready for breakfast,anger
i wouldnt get guilty everytime bungo talks about what happened to me to us before and i wouldnt feel insulted everytime he tells me that he cant trust me that much now,anger
i complain about head lice about the crazy cold about the mess and about not sleeping at night without feeling petty,anger
i do not argue just makes me feel dissatisfied about the answer i will receive,anger
i was just feeling sort of generally annoyed with a few temporary bastards at work,anger
i feel my eyes widen unintentionally taken aback at the vicious look that i am receiving and the instant and obvious loathing that she has taken to us,anger
i start thinking what if she feels offended,anger
i feel you have wronged me or will,anger
ive been stubborn and controlling attempting to bend my family around the schedule that i laid out and then feeling resentful when my plans go awry,anger
i did feel the ending was a tad rushed and convenient but sometimes a writer has to do what he can to ensure a satisfying emotional ending rather than a particularly clever one,anger
i was blessed but in some ways i feel like im being tortured by divinity,anger
i feel like they are on the verge of being more dangerous than ever,anger
i feel less and less stressed as i have continued to withdraw from certain activities amp people,anger
i feel offended i will not be rude,anger
i care about your feelings u never bothered about mine,anger
ive found my interest in s u waning and ive even come away from some portrayals of their relationship feeling dissatisfied,anger
i feel betrayed and insulted my doctor prescribing me barely enough dilaudid to keep me from going into full chemical withdrawal,anger
i was feeling really bitchy today especially to mike,anger
i am at the mercy of others it makes me feel angry and want to shit down,anger
i try to restore order to our previously bursting at the seams apartment i feel a bitter sweet longing to return home too where babybird can be surrounded by family as she has been for the last few weeks,anger
i feel is selfish your suffer all with dignity and i would rather feel your hurt,anger
i dragged myself out of bed and started the day feeling more than a little resentful,anger
i remember feeling frustrated lacking in what i wanted to be and being pushed into who i resisted becoming,anger
i feel about blogging or the post that infuriated you link rel shortcut icon href http linkvolume,anger
i feel the only thing that bothers me about our relationship is that i one night stumbled on a text from a girl that referred to him as babe and it really bothered me because i felt like a fool,anger
i feel rebellious but your love sets me free,anger
when i heard about the treatment of a friend in jail really inhuman i never realised that such things also happen in the netherlands,anger
i dont know why i started to feel so agitated after some time,anger
i must went out of town and when back home i found you hurt by my neighbour little boy i feel angry,anger
i feel so rushed,anger
i also feel incredibly angry,anger
i was thinking today about blogging not unlike i do every day and i said to some girlfriends i feel like a bit of a tortured writer,anger
i feel vile calling it that has been discussed to death,anger
i just feel like getting a little sarcastic so i am apologizing to anyone i may offend,anger
ive been feeling a little stressed out and tired lately so i wanted to end the week on a happy note for all the good little things that are around me tha,anger
i know i can be mean and rude and sometimes cold and unfeeling and maybe sometimes heartless,anger
i went through a brief phase of feeling annoyed with dr,anger
She looked a little less resentful than earlier  and  dare he hope it   even slightly anxious for ,anger
ive seen your house and feel enraged when you complain about your shitty life,anger
i feel ive been wronged,anger
i hate to admit it but i m feeling envious of bob because he s just been complimented for his work and i haven t,anger
i gotta feeling give it up i gotta feeling get away becuz im cuz im dangerous im a badman ah,anger
i try not to feel envious that some of my friends and family have their mothers actively in their lives for better or worse and i don t get to have mine,anger
i feel hated and unloved all the time recently,anger
i feel sarcastic when friends around,anger
i feel insulted like im not intelligent enough to realize that this same plot happened to the same character three books ago,anger
i can pursue following jesus but i don t even have to feel bitter when they insult me,anger
I m not surprised he s feeling pee,anger
i strode off feeling enraged and exhilarated leaving behind my wide eyed colleagues and witnesses who hurried to forget what they had seen,anger
my boyfriend promised to take me to see a game of tennis and rang saying he was going to the pub with some of his friends instead,anger
i feel as if almost everyone is pissed off with life and we all are sailing in a same boat,anger
i dont think i have to outline just how discouraged this made me feel and to add insult to injury i fell asleep shortly after reading this passage and had violent nightmares all night,anger
i had made an appointment with three friends we had to go out together when i arrived at the place,anger
when one teacher unjustly gave me zero in a test saying that i was cribbing,anger
i feel selfish because there are many people who would literally kill for an education but im just so tired of school right now,anger
i feel a stubborn joy conquering my blood my friends we live we live each instant to its deepest cores collect its treasures trifle with its secrets lave ourselves within its ecstacy,anger
i remember being caught by the injustice at the core of the play it made me feel furious on the behalf of eva smith,anger
i feel a cold coming on or if i m struggling with the flu or a sinus infection,anger
i was feeling spiteful because she yelled at me for not responding loud enough to her after she totally blocked out my voice while asking her a question,anger
i am feeling stubborn even angry in the face of this capricious reimposition of an irrational restriction,anger
i feel like my go to emotion is angry,anger
i feel frustrated no be able to speed,anger
i just feel fucked off thats all,anger
im used to replying to comments it feels rude otherwise,anger
i feel that phaedon rouge avignon and jul et mad terrasse a st germain are worth your attention,anger
i feel like i ve massively fucked everything up,anger
i feel like i need some guidance only im too stubborn to ask and accept any,anger
i am trusting you to say what you mean in this exchange of ideas changing chewing its cud to include refection seems like a bait and switch technique which leaves me feeling frustrated though it was probably not your intention,anger
id really appreciate an answer because maybe then id feel a little less than hostile when its seven in the morning and some college dude throws a wad of paper also known as his phone number down the front of my shirt while im attempting not to fall asleep in my own breakfast,anger
i think i need to write something cheery soon as to not feel like i m always bitchy even for myself,anger
i hate it i am feeling bothered by my boob size,anger
i do really feel jealous at times and really afraid kelvin or his family will despise me,anger
i feel irritable and restless,anger
i do when i am feeling annoyed in my business posted by dorotkovecz minutes ago a href http toshibaonline,anger
i know mom s who would take once look at my facebook profile and feel envious of all the fun i seem to be having out with my friends the carefree state that my life is in where i am only responsible for me and can pick up at any time and go away for the weekend,anger
i feel disgusted and panicky,anger
i feel like if someone is in a violent relationship they know but they won t say it out loud gutierrez said,anger
i feel like being kinda grouchy about it right now,anger
i found it hard to feel truly angry,anger
i have y all slips but for some reason this only happens when i m feeling agitated,anger
i feel a little resentful toward google even as i admire its pretty circles,anger
i also feel selfish because i want her company and her time but shes dealing with maintaining this pregnancy and not losing this baby,anger
i feel like i was going to die but i felt that god hated me and was out to get me,anger
i feel like a heartless bastard for dreaming something like that,anger
i teach students that when bb is talking in my head i feel angry i don t get what i must have,anger
i feel those feelings seem dangerous,anger
im going to find my cats and coo at them until i stop feeling so hateful,anger
i know i need to stay out of my head and focused in the moment but i have such a short attention span because i feel rushed,anger
i apologize for having an angry at this but each time i receive one of these partnership emails i feel my intelligence is insulted,anger
i quietly rejoiced inside continuing to listen but feeling distracted by my joy,anger
i just feel its such a bitchy behavior,anger
i feel damn bitchy and mean and i cant stand it and sometimes when im being friendly people just think im trying to spite them,anger
i pretty much know what the company thinks of me and in turn i feel the urge to let them know how i grow more irate with the concept of being a slave to them every single day,anger
i came early so i didnt feel rushed as i venerated the icons,anger
i sometimes feel a little jealous inside imagining someone could please you more than me,anger
i feel resentful that i should be under so much stress to prove i can do a job im perfectly capable of doing and have already earned once,anger
i feel as though it was suddenly time to stand up and insert my freckled nose into every situation that offended me or hurt my feelings,anger
im feeling really pissed im going to get it all out of my system so when i see master later i wont be in such a pissy mood,anger
i want to go somewhere ive never been before the kind of night club that always feels a little dangerous too many people in the room people pressed close to their friends in the sultry night air,anger
i wasnt really in the mood to write for a blog but right now i feel rather pissed,anger
i tried my best not to feel bothered by the fact that i dont get smses or calls,anger
i am of algerian origin and i am moslem and i feel insulted completely,anger
i feel stressed i can call him or text him and he will tell me exactly what i need to hear,anger
i was feeling so irritable,anger
i can feel the cranky monster rising up to consume everyone,anger
i feel hated sometimes he said he wasnt happy being with me as more then friends but nothing about not loving me,anger
i feel like they are disgusted by me at times,anger
i didnt walk away feeling absolutely disgusted,anger
i guess today i am wanting to feel more like a daughter and a mom even for just a few days to hopefully recharge myself so i can again face the petty little problems of people that are intent on making everyone around them miserable,anger
i feel so fucked because we are not out of the woods,anger
i feel like when nikolas gets here im going to have such a rude wake up call,anger
i am feeling furious and fiery as all hell,anger
i feel for the nerdy loner but too much time was taken up with the bitchy mean girl and the sweet jock and alex s sister s cancer treatments,anger
i feel kind of heartless because my feeling can change so quickly,anger
i have had to unfollow some different blogs and some folks on ig because i feel myself getting irritated rather than motivated,anger
i cant help but feel like i was greedy and wanted too much,anger
im sure this silly little blog is ridiculous but sometimes i just feel so aggravated,anger
i feel so cold,anger
i feel disgusted appalled and most importantly angered by what i see,anger
i think i can handle that im certainly feeling rebellious enough,anger
i can feel resentful and angry and have trash in the kitchen or i can feel resentful and angry and take the trash out myself,anger
i had to learn how to feel it and then learn to make use of the energy rather than just being spiteful or turning it against myself or anyone else,anger
im feeling a little stressed i will hop on a bus and get lost for a day just exploring for the sake of it,anger
i tell you exactly what is wrong with me when i am upset i tell you exactly what i like what i dont like what i feel what i want why i am pissed why i am crying and if i am not sure why i am acting crazy and illogical and crying i then admit its because of hormones,anger
im really bad with mornings so i do get get up feeling cranky,anger
i would feel jealous,anger
i just feel like ive been incredibly rude as of late she twiddled her thumbs in her lap,anger
i went with a bright orange theme and im not sure if it was me subconsciously trying to channel a summery feeling amidst the cold or if i was hoping that by starting the holidays on a bright colour would mean that i am still feeling bright and cheery by the end of the holidays,anger
i dropped my son off at school and was just feeling cranky,anger
i don t feel bothered missing homecoming except i did miss some friends,anger
i do still feel pain after having aggravated it again with squats and hot yoga before i am better than i thought i would be,anger
im not so good at doing that when i feel feelings are indicators not dictators as lysa terkeurst would say that someone has wronged me or someone that i love,anger
i wrote it down made me feel snobbish,anger
i feel jealous when i know he go out with other women,anger
i feel so bitchy tonight,anger
im feeling very rebellious days ago,anger
i was feeling rather annoyed the whole day today,anger
i didnt sleep all that well last night woke up at least three times where it was a struggle to fall back to sleep so now im still a tad on the drowsy side and truth be told feeling a bit like a grouchy hornet who was awakened before it had enough rest to take on the world today,anger
in a sociology class i felt very angry towards some members of society for exploiting the polynesian people,anger
im still feeling frustrated,anger
i couldn t keep the feelings inside and my friends knew it bothered me for this long,anger
i can do stuff for school which i really feel passionately about its me its who i am but i get a bit pissed when what were trying to do is totally slammed and disrespected,anger
i feel selfish having so many blessings,anger
i feel like a snobbish spaniard now,anger
i feel like its a heartless act,anger
i was feeling too frustrated and helpless that i was like heck la just take any that she gives to me,anger
i have a doctors appointment today and feel a lot less cranky than last week,anger
i feel so disgusted as i type this,anger
i feel about critics but i think there is a dangerous trend developing at the moment facilitated by the ease of anybody publishing their opinion on the internet to hold up the opinions of the uninformed as completely valid,anger
i understood what she was feeling but i still hated watching derek as he was basically forgotten in the midst of it all,anger
i didn t really feel like being bothered by anyone or have to make conversation at any rate,anger
i liked nancy than i was annoyed by her and at the end i am feeling that she is a very dangerous person,anger
i hate asking anyone for help i feel disgusted in myself if i do which isnt often,anger
i am not monitoring what i have to say about anything if you ever come across any of my blogs and feel offended please dont stop by here again,anger
i know why i m getting angry it s because my thoughts have been cycling around a few little things commonly where i feel i ve been fucked about or just plain wronged,anger
i am feeling especially hateful today here is some poetry,anger
i don wanna miss a thing until our ear feel so tortured that we are ruining the whole song totally but we enjoyed it very much,anger
i woke up this morning feeling very agitated expectant and apprehensive,anger
i can feel you rushing me but only i know these things cant be rushed,anger
i began to feel irritated,anger
i feel violent enough i might hit them and run,anger
i cant help but feel insulted somewhat,anger
i believe in the right for free access to medical abortion and i feel appalled at the restriction of abortion rights in the us,anger
i feel enraged when she snipes at my intelligence and claims that i don t have a brain,anger
i must say that i have been disappointed and even feel betrayed and angered by those of you whom i have shared of myself and my petition with but who have not shown support,anger
i spent the rest of the day feeling strangely dissatisfied and frustrated,anger
i normally feel slightly bothered by most everyone i know at age has one or more cohabitations under their belt until i stop to consider that i would have to give up real estate on my queen futon,anger
i feel like i fucked up so bad i cant fix it and more so it is just not worth fixing,anger
my parents scolded me a lot for something i had not done it was my sister who had done it,anger
i will feel angry with my husband,anger
ill still feel jealous and bitter and jaded and angry and sad far more often than anyone should,anger
i feel very petty and not very manly at all,anger
i like it because i feel rebellious,anger
i feel as though its because of my lack of effort that people are not bothered to get to know me,anger
i am feeling only vaguely irate that the people in my lobby are laughing and talking loudly about their children,anger
i feel rather obnoxious now,anger
i took for granted a few weeks ago is really weird and makes me feel really agitated and frustrated,anger
i feel somewhat rebellious but i know i will follow the idea,anger
i hate how i feel out of place there all the time i hate how unfriendly everyone is i hate how some classes make me feel like im wasting money for such a shitty education and some of them make me feel so stupid that i want to kill myself,anger
i feel really bitchy towards james lately,anger
im feeling really antsy and kind of agitated,anger
i will always feel hated for nothing in my control and i will always want that control thinking its all my fault im hated,anger
i feel like being rude times a day to folks at work but try extremely hard to make sure everything i say around here is as friendly and polite as possible,anger
i just feel disgusted with how people can be so cruel,anger
i feel annoyed by this,anger
i men zhu said is snapbacks cheap i also feel here too dangerous at present for the sake of under the door of safety since see or leave this green lotus temple first wholesale obey snapback hats,anger
when i was studying and someone disturbed me,anger
i feel distracted and discombobulated it reminds me a href http dreamingbeneaththespires,anger
i remember feeling dissatisfied about being the girl with issues a way in which i characterized myself that kept me caught in a cycle of self hatred and fear,anger
i feel greedy and spoiled if i get what i ask for,anger
i feel the cold air on my shoulders and i start to feel better,anger
i didn t want to feel rushed so i let her go ahead of me,anger
i feel is torture to endure then tortured ill be tortured let me die,anger
somebody went around spreading news that i like people with money,anger
i began to study this emotion and i feel its a bit on the greedy side,anger
i think thats actually progress from how i used to feel in the past i hated my entire body and face but ive come to some realizations over the years that ive already inflicted too much damage to recover from,anger
i went back and more carefully read all the e mail exchanges i began to feel petty guilt ridden and shamed,anger
i feel a little hostile towards it for not revealing them to me before,anger
i feel extremely rebellious and i strongly desire to be defiant about every single thing which comes my way,anger
i was distracted and feeling annoyed i continued doing the dishes,anger
i sent my resignation letter to the arpegio director last friday and already i am back to feeling less stressed,anger
i was sitting there and i honestly began to feel disgusted with the way i was eating,anger
i have to admit today im feeling a little envious,anger
i was feeling particularly grumpy and hot and tired and i was glaring menacingly back at the sun itself,anger
i can go without a glass of water without feeling grumpy the colour and shine faded a little but were still present,anger
i can feel myself becoming annoyed or irritable,anger
i feel selfish for even worrying about myself and logically i know that is stupid and so backwards,anger
i feel like i see a lot of petty arguments popping up online in regards to this film,anger
i feel this mindset is truly selfish and is inconsistent with the constitution that i swore to support and defend while i was in the military,anger
i feel rebellious buying things in bulk,anger
i talked to taylor i asked her what do you feel and i said we know i was rude i m sorry i cut you off,anger
im feeling a little grumpy this morning but the sense here is that the ncaa is looking out for itself rather than the schools and the athletes,anger
i feel soooo fucked up i guess is the right term,anger
i feel alot more irritable,anger
i used to haunt lj but i ve been feeling dissatisfied with its limitations,anger
i have a feeling he doesnt believe me when i say youre grumpy when you dont get your sleep because your eyes light up and you become sooo happy when daddy is home,anger
i feel mad that you grabbed the toy,anger
i feel t myself f course i h never t h m a tt envious th t h h b n married n h h th whole production before,anger
i dont know what has gotten into me but i always feel so fucked up,anger
When he saw this he was further enraged and started towards the seer with an ,anger
im feeling pretty bitter about adoption stuff today,anger
im feeling slightly violent this is a compilation album by punk band anti flag released in,anger
i feel rather angered at the guy,anger
i had severe guilty feelings for abandoning him on a hostile ground,anger
i still have the dreaded flu but i am not feeling so grumpy today so hopefully for my sake and those around me i am slowly on the mend lol,anger
i can make more informed decisions when buying food at the supermarket but i feel cheated and wronged having to excise one of my favorite dirty pleasures from life,anger
i feel so angry sad scared and disappointed,anger
i really try not to blog when i am feeling out of sorts and cranky because i hate coming across as whiny and weak,anger
i say or feel yes you are selfish,anger
i feel stressed i love to forget that for a moment by diving into someone else s life,anger
i stood still bag poised in my hands like i was fucking vanna white as if i needed to sell these to her i began to feel a tad irritated before suggesting that she maybe take a couple for later,anger
i find on days like today when im feeling particularly irritable i say things or think things that elevate me above others,anger
i was talking to joelle the other day and she was feeling a little frustrated,anger
i feel tortured both by my visit there a month ago and all the books i have been reading since,anger
ive been over the past few hours from pm on feeling increasingly agitated predatory in dire need of uber violence bloodlust,anger
i would feel more angered by it if i knew that i didnt dont will play in the same damn minefield myself,anger
i your spouses shoes next time when they are wanting to do something and you are getting a feeling of being selfish,anger
ive encountered unfair teachers rude students and of course the trouble makers that feel like the only way to get attention is to be rebellious,anger
i thought it went very well and while it was received wonderfully by some i feel it was hated by others,anger
i didnt want her to feel something that violent,anger
i feel that inside i need to keep working no matter how frustrated i can get or uncertain how to continue,anger
i feel offended more than anything not because the kids smell and their hands are dirty,anger
i only have three weeks of precious time to spend with just e and i and i am feeling greedy,anger
im feeling stubborn about making the tv pattern work for me,anger
i feel so agitated in my mind and my body is so tense,anger
i started feeling like i was getting a cold on sunday so we,anger
i feel many people are jealous competitive sly and untrustworthy,anger
i feel like i hated him more,anger
i feeling the cold,anger
i honestly was not sure if the pain i was feeling was a case of irritable bowels or indeed contractions,anger
im feeling desperately impatient and want it all to kick off immediately then im feeling quite happy to still be pregnant and dont want anything to happen just yet,anger
i can say is i feel tortured in a lot of pain,anger
i feel really envious when theres a kpop artist that is around the same age,anger
i do that to focus on my own success makes me feel selfish,anger
i feel so frustrated when i realize that all those heart wrenching piece of literature is nothing but just another arrangement of words already known to me,anger
i cant even get through schindlers list much less see the actual death chambers and feel the ghosts of the tortured around me,anger
i bought a christmas tree the other day just to try and feel some joy and he was pissed i didnt give him the money,anger
i do when i feel ive offended people etc,anger
i somehow afraid that if he jokes using bad words to mock my friend i would feel a bit insulted,anger
No wonder Superintendent Miller had become exaspera,anger
i feel petty the age old drinking song transformed into a lampoon of los angeles police chief daryl gates with roll out the daryl and the congressionally guaranteed debts that floundered in bad loans,anger
i feel like a pawn in this vicious food craving game and i can t wait to have my body back,anger
i ask the doctor after inhaling what feels like a most tortured last breath,anger
im feeling mega bitchy right now,anger
i cant stand having to live a life for me i feel selfish working for money i feel the reason i dont think ill ever love what i do is because i have to make money in order to want to do it,anger
i have to go to a meeting and i m sleepy a lot of times i will fall asleep in that meeting or i will fight to stay awake and i feel like i m being tortured to stay awake,anger
i am so cautious i get off my bike and walk when i feel it is too dangerous,anger
i feel that i do so much work but a couple of people wont even bother or will do it eventually but will be rushed and sometimes unfinished,anger
im pretty sure once the first few weeks pass im gonna start feeling impatient for school to start next year,anger
i call miracle impulses because they seem to stem from something so deep that you are not in control of them something much bigger takes you over you have no idea what youre getting into but it feels dangerous and alive and you know youre about to do something crazy,anger
im getting down on myself for being fertile or angry at god or feeling bitter toward my pregnant friends like i used to,anger
i feel insulted on behalf of owls everywhere on top of that i am disappointed that the film was marketed as based on a true story,anger
i will be going with this big black eye which disappoints me a little since i wanted to do the dress up thing and feel pretty rather then violent for once,anger
i hated the feeling of having no control over that conversation and i hated that this woman succeeded in making me feel uncomfortable,anger
i am the most tired and feeling the most impatient is when he needs me to be serene and his soft place to fall and this week that has not happened and i feel guilty,anger
i wish i had more info to give you but as in any case where you feel you ve been wronged it s really about how much pressure you are willing to put on them and what you will accept as reimbursement,anger
i am feeling frustrated or overwhelmed my husband and children lovingly remind me in a be careful what you wish for sort of tone that i am livin the dream,anger
i am in the apartment i feel tortured by the pictures and decor on the walls of our wedding engagement and other memories we ve shared,anger
i feel like ive wronged her somehow by sending texts last night,anger
i reported in i had damaged my ankle and was feeling pissed off as i remember nothing like having a young dog to train the best bit about training and having to put your feet up for weeks,anger
i feel his comments are quite hateful,anger
i live in chaos and it makes my head feel like it is going to explode and the thing that has just angered me hasn t helped,anger
i go bloghopping i see things i dont wish to see i feel so insulted,anger
i still feel hungover from last year s vicious bout of failure poisoning,anger
im gonna miss jaime for making us laugh every single day except that day he was feeling irritable for everything,anger
i feel a mite envious,anger
they had returned much less of my taxes than i had expected,anger
im feeling a little bit bothered about the lack of traditional furniture in my home,anger
i both feel that reja can be too stubborn at times and slow to make changes,anger
i didnt feel like avant garde of fashion or anything but i just feel somehow irritated,anger
i prefer to work in silence or perhaps to the beat of a waltz or if i am truly feeling rebellious some classic rock pre revelation,anger
i hope your feelings for me wont go towards hateful all you could say on the phone was wow and i can feel the after affects of it right now baby please dont hate me in the end grant me the privilege of being your friend i promise i wont ever hurt you again,anger
i told her she hurt my feelings she got offended and defended her statements with this i was just being honest,anger
i am willing without feeling resentful to pitch in if my partner needs help to carry out his her responsibilities,anger
i feel selfish responding because i do have a child but i wanted to have more than one kid but i m too old,anger
i left with such a feeling of bitter disappointment in the end,anger
i not a future story to be told when telling would ya begin to feel cold,anger
i am still feeling so very outraged on behalf of this poor kid whose life savings have just been dilapidated by his irresponsible mother,anger
i relaxed on saturday there are still a few things lingering in the back of my mind when it comes to work and when im feeling annoyed frustrated and generally pissed off i have the dangerous need to spend money,anger
ill still have ample room should i feel dissatisfied with the style,anger
i feel hateful hateful hateful,anger
i would never i d feel really rude,anger
i slept too late today and got up feeling vaguely disgusted with myself,anger
i almost feel kind of obnoxious doing something about it,anger
i think eva and clark have something there but with short stories things always feel rushed,anger
i feel mad that time,anger
i feel fucking pissed even just typing this that i am so stupid because this seems so easy,anger
i know that i let the time passed me by feeling angry and worried all the time,anger
i am not sure if i should shake my head or feel insulted,anger
i feel the violent tug of yesterday attempting to detain me,anger
i feel a bit resentful myself,anger
i could actually feel heat being regenerated inside of me because of how pissed i was,anger
one of my friends asked me to go shopping with her,anger
i feel like ive started to say something dangerous so let me back up,anger
i think her name is lauren but its always a little hard to tell and you get to a point where you feel rude asking told me that in any endurance training of this kind that you should go easy one day medium the next and hard the next then back to easy etc,anger
i feel hateful toward their needs and how feverish their faces get,anger
a certain person started to say dreadful things very calmly,anger
i feel really irritable when im surrounded with it,anger
i was telling van how i feel i am easily distracted and then all kinds of bs happens,anger
i just feel like im in a funk and i know im being obnoxious and pretentious but i just cant get out of it,anger
i have never stopped feeling disgusted with myself for what i did not since the morning after the event,anger
im feeling particularly rebellious this morning,anger
i feel like i ll be a more dangerous floater than a lot of guys would think lleyton hewitt pictured at the hopman cup says of the australian open field,anger
i feel thoroughly fucked mr,anger
i recall feeling furious when you earned an a when i got stuck with a b tommy said,anger
i personally feel that cats left roaming the neighborhood cause all kinds of problems and that it is dangerous for their own safety,anger
i am feeling quite pissed cause obviously either someone is undercharging all these people or these people think designers feed on air and the grass by the roadside,anger
i feel like we are in a vicious spiral that we cant escape,anger
i am feeling mad bb fomo right now a href http twitter,anger
i feel i have been wronged i will form a frosty attitude that not even a polar bear could stand it,anger
i know that i am not the only one feeling this way and i shouldn t do anything dangerous or drastic,anger
i feel envious whenever people take pictures of their cosy housing but i just take it in my stride because it s la,anger
i feel kinda bitchy,anger
i had an exam and i had it well prepared i did the first part very well but did not know the second part,anger
i just feel extremely vile and nauseated,anger
i feel very envious,anger
i hadnt taken them in over a week and was feeling so out of control hostile and suicidal,anger
i feel ive been wronged stand the fuck by because ill let you have it with both barrels as it were,anger
i give up trying to say how i feel through petty hints and such so im going to just say it plainly,anger
i don t feel like being bothered and her presence will have folks to back off of me today,anger
i feel like a witch bc im aggravated and i want to go over there but like i dunno,anger
i feel heartless i dont want to send and invitation or see my mums father i dont want jeff to ever know him i dont want to ever hug him and i never want jeff to shake his hand i think my great grandparents took the roles of their children,anger
i thought i would feel rushed through my meal because of the line but the waitresses were experts at making one feel at home and comfortable,anger
i think with nvidia chipsets even though i feel nvidia chipsets are dangerous and unstable and i made a decision to not use them some time ago,anger
i feel annoyed because what they really care and endorse somehow i couldnt care less or isnt interested,anger
it happened in a tram some older people started to grumble about the young people just because i had not immediately left my seat to them,anger
i left the property feeling insulted and found myself minutes later on main street an unsuspecting victim of some unknown enemy s next attack,anger
i dedicate the icon used on this post cuz im feeling bitchy,anger
i wasted a lot of time and energy yesterday feeling hostile toward the world angry at and depressed about individuals who probably no longer give me two thoughts frustrated about my job situation and the slow movement of my freelance biz,anger
i began to feel a little grumpy,anger
im really feeling impatient about that for some reason,anger
i remember feeling annoyed and a little vengeful due to some recent events and that had put a damper on my desires to truly love mine enemies,anger
i have a feeling that someone somewhere is furious at me,anger
i feel so angry all the time not for eating just in general i hate the world and everything in it,anger
someone told me i was chosen for the english lectures because i am good looking,anger
i feel like i just drank a vile of lava and can feel it working its way down my throat into my stomache poisoning every thing in my body spreading through my veins,anger
i feel annoyed that the book has ended because i was enjoying it so much or else the ending turned out to be an anti climax where more should have happened to bring closure,anger
i will admit to feeling a little dissatisfied with the arc,anger
i feel stressed and like i am not enough a desperate woman,anger
i feel when i look though which is typically irritable and condescending and im really struggling to figure out what makes me keep going back to comics,anger
i was welcomed by friendly faces at reception which made me feel much less grumpy so early in the morning,anger
i feel angry but i am suppressing it so instead i may come off as indifferent,anger
i think its just irrelevant because you shouldnt feel jealous among your family members,anger
