Text,Mood
i still feel somewhat dissatisfied with myself,anger
i happened to see the videotape movie this is america part one at my friends place,anger
and found to his annoyance that he was grinding his te,anger
when an alcoholic stood dribbling over a food counter,anger
i was in seoul i could help but feel jealous,anger
i feel stubborn and strong and ready to fight this disease,anger
im currently struggling with feeling offended at my drs office worried about my body and what the heck is wrong very seriously contemplating getting my tubes tied and then the normal everyday things that occupy our minds at any given time,anger
im feeling rather hostile over the whole hostel situation,anger
i think i have a right to know if my neighbour can t see if i m feeling envious or embarrassed or can t tell the difference between the don t walk guy from the walk guy,anger
i am feeling a little stressed but seriously i have no one or nothing to blame but myself,anger
im feeling more fucked up than ive ever had and its nothing to do with my school work,anger
i am not able to show that directly and so i feel suffocated and irritated,anger
i am sure its meant as a celebration of the various shades of red out there i feel insulted,anger
i have a feeling the googler in this case was again dissatisfied with his search results,anger
i also hate feeling aggravated when i dont know how i am supposed to eat because when i feel that way i often sound that way,anger
i feel irritated to have missed out direct instruction from master lee is never to be passed up casually i have to admit my body just feels like it needs the rest,anger
im feeling selfish right now because i want that time back,anger
i could feel my feet getting agitated once i got to the metropolitan pavilion,anger
i feel as if i m one of the stubborn ones,anger
i am feeling very pissed now,anger
im feeling rebellious and need to do something to relieve some of the turmoil in my body,anger
i feel a bit insulted by that as i am nothing like other women i bloody hate them and their incessant bitching in general over bloody nothing most of the time,anger
i am not feeling the love towards myself and that becomes somewhat of a vicious circle resulting in me just feeling lazy complacent and in general just de motivated,anger
i feel kinda appalled that she feels like she needs to explain in wide and lenghth her body measures etc pp,anger
i feel a cold coming on or drink a little extra xango juice when i am stiff and sore,anger
i can feel her pissed off attitude towards me from far away,anger
i know you do but i m feeling impatient cause i asked you a question in mine and i m waiting for an answer,anger
i really can carry a grudge for a long time against those i feel have wronged or hurt me in someway whether they are aware of it or not,anger
i mean i feel like i always have to be someone else for people to like me becuase they wont understand my sarcastic side,anger
i always plant a big section of lettuce and i leave it open for those pesky bunnies so that they can feel all rebellious as if they are raiding my garden,anger
i feel like i have been rather unkind to it,anger
i feel twitchy and physically agitated,anger
i feel like there s a reason to buy another tom petty record,anger
i have a feeling there will be many sarcastic quotes in this and future posts about him yikes,anger
i was lying in bed last night after a day of making experiments from the usual suspects fabric plastic and feeling agitated that my issues with proper presentation had not made any headway over the course of a mere six hours,anger
i wasnt feeling particularly bitter on my birthday in fact i had a fantastic day,anger
i feel petty things but not to the extent that humans seem to feel them wars have been started over stupid little things and try as i might i cannot understand how things such as loving two people or feeling jealous can lead to murder and unhappiness,anger
im feeling rather bothered because my physical and mental clock is still in october,anger
i also feel like i was being way too irritable today,anger
im feeling a bit stressed by the sheer numbers button pressing enthusiasts gathering around my bike,anger
 good heavens  no  lady  came the indignant re,anger
i am so aware that if i indulge my wounded self in the first thoughts i will feel impatient and burdened and if i make sure that my loving adult is in charge thinking the second loving thoughts i will feel happy blessed and peaceful,anger
i experience all my normal moods feel annoyed when my year old whines or my baby wants to be held while im making dinner but i no longer feel consumed by these emotions,anger
i knew i was feeling agitated irritated and depressed all at the same time,anger
i get frustrated when i know that some of the things i am thinking or feeling are very very petty so i try and limit myself to opinions that have some sort of validity,anger
i feel like i m a very very dangerous human being right now,anger
i feel hated i feel angry i feel very sad i feel like im going to be abandoned i feel angry because i abandoned someone but in reality no one at this age can expect that neither party will be abandoned,anger
i think i m feeling dissatisfied with my life,anger
the sheriff had said the most likely explanation was that the father had become exaspera,anger
i was feeling mad about the dress and mad at myself for being mad about the dress,anger
i feel despised and i dont deserve that,anger
i have this really bad feeling that cold is what i will be for a few months,anger
im feeling resentful and persecuted about that whole aspect,anger
i really shut myself off a lot at the end of my pregnancy when i was feeling even more irritable and anxious so maybe now i need to bounce back from that and get back to normal again,anger
im supposed to be excited about my tattoo today but instead all im feeling is pissed off,anger
i feel like most teams would have appeased jackson at this point but the eagles are terribly stubborn,anger
i have to push back the repressed expressions of a child of split marriage and say to myself no you had your chance its too late now to feel enraged by your situation but all i wanna do is yell at the top of my lungs fuck you this aint my fucking problem so dont make it that way,anger
i never knew i could be so weak i couldnt even fight what i was feeling i knew i hated to feel that way yet i just let the emotions run free i acted waaay childishly like a child deprived of candies,anger
i buy books about people i feel are equally fucked up as i am or books about zen approaches to shitty situations,anger
i feel grouchy at one point then it changes to a panic then to having this feeling like someone or something is after me,anger
i was feeling resentful and daydreaming about the various places i could tell him to shove those big girl panties,anger
ive spent the last several days feeling irritated with myself because im not writing,anger
i got a feeling that the hateful talk in the work place wore thin and they kept her around only for what they absolutely needed her to cover,anger
i would give up feeling fucked to feel neutral,anger
i understand that every memory is something precious and that i should cherish it but at the moment i feel disgusted at how i had become during that time of my life,anger
im feeling really annoyed today,anger
i am not a people person but for some fuckin reason people feel that they can come bore me with their fuckin petty garbage,anger
during the weekend at home,anger
i didnt feel angry i didnt feel bitter i felt,anger
i feel it was very rude to put a camera that close to anybody s face in any situation,anger
im feeling stressed about upcoming events drowning in feelings of being overwhelmed with how much i need to do in order to get my house back in order and the long week i have ahead of me that my husband will be out of town,anger
i often feel angry or wound up about all the injustices and while the concerns are important and taking action is worthwhile existing in a constant state of feeling over wound cant be healthy,anger
i was feeling resentful enough to want to write about it here which means i need to work on look getting my hackles raised when others judge me,anger
i feel really greedy saying that,anger
when i was doing research a few months ago,anger
i feel like a cranky old man saying this but so it goes,anger
i feel it must have been the violent dream i had to snap myself awake from a difficult dream of my mother representing anyone and everyone and self violence universal but beautiful in its metaphor,anger
im sure this silly little blog is ridiculous but sometimes i just feel so aggravated,anger
i have found the perfect remedy for anyone feeling stressed or conflicted about the future its the a href http www,anger
i feel irritable like no other and running will def cure that,anger
im a marketer and i couldnt be bothered to investigate further which makes me feel that consumers probably cant be bothered either,anger
i sometimes feel resentful that this has come into our lives at this time,anger
i feel almost outraged that such a crap day should fall on my most favourite of days,anger
i feel like im so distracted most days,anger
im sorry i have a really bad cold and im feeling bitchy cos i never got to go out drinking myself stupid with my best friends tonight,anger
i perform a submarine cartwheel before i feel a violent tug on my ankle as my board gets hauled towards the beach,anger
i feel though its pretty dangerous to to apply one strategy to match,anger
i should say its giving him that sweet little feeling of being fucked,anger
i feel like calling them bitches but it wasnt exactly bitchy coz it wasnt intentional but i could call them ungrateful inconsiderate selfish ok ill say bitches,anger
im trying to be understanding open minded and fair but im feeling completely pissed to the max about a few things,anger
im feeling irritated by her friggin name,anger
ive predicted angle to win and im feeling slightly less grumpy than when i wrote that lets say that gallows wins clean here to keep things tight,anger
i really thought i was because i liked what i was feeling when in all actuality i hated his personality,anger
i might feel offended at times from hearing statements where that i strongly disagree,anger
i see people who have accomplished so much more than me and i feel envious and incompetent,anger
i feel like i should be hated and that everything that has happened to me is what i deserve,anger
i feel someone has been wronged when i feel i have been wronged or when i get riled up against an action i find offensive i unsheathe my sword and good lord you better look out,anger
to her annoyance a warm blush was steadily creeping into her che,anger
i am so busy feeling disgusted of myself that i have no mood to revenge on them,anger
i feel irritated by everything,anger
i have a task i hate to do i put the kitchen timer on for fifteen minutes it makes me feel like i wont be tortured for long,anger
i was feeling grumpy not women problems grumpy but five year old i want to get my way kind of grumpy you don t think there s a difference,anger
i feel distracted or scattered i take a few moments to close my eyes and just breathe,anger
i don t feel like there was a part before the race where i was stressed out,anger
i feel like im more hated than celebrated and i cant wait till the day i can say i made it,anger
i wasnt feeling at all irritated,anger
im no longer feeling bitchy,anger
i just feel like no one cares and no one can be bothered to make the effort and meet up,anger
i start to feel agitated lacking in patience and just down right cranky,anger
i laughed then bitterly again but i wasnt feeling bitter,anger
i feel appalled at my sadness and hurt,anger
i know this is not specific for me and almost everyone else has a similar experience but i still can t help but feel appalled,anger
i feel bitchy but not defeated yet,anger
i feel grouchy tonight,anger
i tackle political ideas only when something makes me feel angry and even then it is often personal,anger
i focus on the injustice the anger rises and i feel frustrated because i know i cannot change things on my own,anger
i feel mad whats your,anger
i feel like i should be offended but yawwwn,anger
the elite were offended  but the common people loved,anger
when i failed the entrance exam of the medical school and was studying biochemistry which has no job prospects in zambia,anger
im dreaming of zombie apocalypses alien dragons with breathing tubes attacking the earth and feeling cranky,anger
i know it was not pleasant for her and i feel selfish saying it but i think i would have fallen apart if i had been there,anger
according to sheila  caan was enraged and charged at ,anger
i am generally not a fan of tingling cleansers as my skin can be quite sensitive but this doesnt give me rashes or leave my skin feeling too irritated,anger
im feeling pretty resentful,anger
i spoke with reported feeling dissassociated and dissatisfied with their human lives,anger
i cant get wrapped up in that kind of crap tv because my brain starts getting mushy and i feel feverishly hostile,anger
i definitely feel hated,anger
im feeling you up grumpy,anger
i feel grumpy to wake up so early,anger
i have to confess to feeling quite angry when i read some of the negative reviews of uses for boys some of which are basically victim blaming and slut shaming,anger
i feel that i can answer in a completely un sarcastic way,anger
i feel frustrated or impatient,anger
i do feel a bit obnoxious it is definately the weather,anger
i feel impatient with the christian church disciples of christ and its many manifestations over the fact that i haven t yet gotten even the slightest whiff of a call,anger
he was coming so fast that she knew he had not seen her and she had to brake sharply  frowning with exasperat,anger
i know its the lot of the dumpee to feel slighted jealous unable to move on depressed angry and a whole bunch of other negative emotions that stem from the whole rejection and sometimes replacement involved in the break up process,anger
i feel truly impatient that this is taking so long,anger
i imagine ill eventually migrate to the middle but even alone that feels greedy to me,anger
i feel tortured by something,anger
i actually was in a meeting last week where someone yelled at an older lady because her phone rang i felt terrible for her your boss treats you unfairly or in this case someone makes you feel you are not worth anything is only allowing those who offended to steal your joy,anger
i do not know if i already hurt their feelings which may lead to their violent reaction may turn into a bad outcome,anger
i think this is a valid complaint for those who arent willing to deal with it this aspect i imagine will be rather subjective but it makes sure that the cover based moments still feel dangerous despite being in cover,anger
i felt the sadness and remorse we are supposed to feel when we realize we have wronged someone corinthians,anger
i was about to feel insulted and show opportunity the finger then the door when it presented the prize two weeks in italy,anger
i never feel fucked the week after i used some i feel great acctually thinking of the wonderfull time i had the weekend before img src http israel,anger
i still did not really feel like myself and i kind of hated these pictures but i am soooo glad we took them,anger
i have the feeling that im going to be stubborn about it,anger
i worry that he s feeling resentful for doing woman s work,anger
i feel even more bothered because here i am being bothered by this when the boy probably isn t even thinking about this,anger
i can t even feel outraged by it,anger
i feel spiteful toward him,anger
i was made to feel like it was my fault that i couldn t control my husband and his violent behavior if they even believed it existed,anger
i feel like the most hated person on the planet for turning brendon down,anger
i don t want to bury the hatchet with even though it would be in my best interest simply because i feel that apologizing to a person that insulted me would make me feel like a punk,anger
i am sure the pleasure of living in the open air with the sky for a roof and the ground for a table is part of the same feeling it is the savage returning to his wild and native habits,anger
i feel stressed he gets upset for that too,anger
i feel very envious,anger
i listened to oral arguments for a case that left me feeling frustrated and confused,anger
mitchum was furious when he heard t,anger
i guess i feel that the things i wrote about were so petty and small that im kind of embarrassed to go back through them,anger
i was feeling some irritation and anger feeling being insulted,anger
i was feeling so angry so upset that i just want to run away,anger
i feel like affirmation however petty is what i really need,anger
i am feeling very petty right now,anger
i know what happened might still feel real feel dangerous but i don t plan on going anywhere any time soon,anger
i feel extremely mind fucked,anger
getting a low grade on my physics midterm,anger
i get the feeling that this could be dangerous,anger
i always get that feeling that i got one kids more than another and it is vicious,anger
i just want him to see how it feels when he does something that i feel is obnoxious,anger
i wake up feeling cranky and out of sorts,anger
i feel insulted video pete edochie responds to death hoax i feel insulted a href http olajideolafunmbi,anger
im typing all of these im blowing my nose and feeling extremely cranky,anger
i like to be comfortable and usually silence helps although at times i absolutely need music and a couple of hours off just so that i don t feel rushed,anger
i feel like we just rushed around trying to see things its still quite beautiful,anger
i could even feel his cold breath on my neck whispered hertha as she ran her fingers across the side of neck,anger
a girl entered in the division where i work and greeted everybody but not me,anger
i feel him i touch him with my hands i form him without wanting to i give him to myself i take him away from myself how impatient i am to see him,anger
i am feeling rather bitter and rather defeated over a multitude of subjects but lets talk about the main one,anger
im feeling rather impatient with these rainbows bursting in my veins,anger
the anger in her voice took him ab,anger
i could claim to redeem the genre but it didn t leave me feeling as entirely frustrated to the point of beating my head against a wall either,anger
i admit i was feeling agitated so when hubby asked me if i want to join them for a drink i agreed,anger
i keep seeing facebook updates of friends who get to go and i am feeling rather envious,anger
i feel so damn agitated,anger
i feel im being violent is i say no im not going to accept that and here are the consequences,anger
when i noticed two spiders running on the floor in different directions,anger
i feel betrayed and angry and sad at the same time dammit,anger
i feel selfish for praying through things,anger
i continue to spend hrs into not feeling envious can i really do it,anger
i am so tired about it and i feel so fucked up,anger
i am feeling rushed or overwhelmed to have the perfect house that my brain explodes and all proper decision making skills get lost in the debris,anger
i couldnt help feeling a little envious of what treats the body power people might have in store for them demonstrations of super strength perfect specimens glistening with accentuating oil exercise gear to be seen in,anger
the reporter  whose english was stilted and hesitant  tried to get an answer from a miffed atherton who refused saying he had already answered the same ques,anger
i still try to force myself to do some even if i m feeling irritable withdrawn and quiet at the time,anger
i was feeling a little grumpy thinking about everything that needs to get done but flipping it around this way well now i m ready to roll up my sleeves write some to do lists and get to work,anger
i just feel resentful and show my resentment by eating tempura and sundaes,anger
a group of youngsters dressed in fads talked foul language on a bus they also insulted the pedestrians on the road and were impolite to the passengers of the bus,anger
i wonder how it feels to have angered and disappointed millions of people in one morning,anger
i am most certainly an acquired taste but lately many of those around me have seemed to feel the taste to be bitter,anger
i feel like they might be engineering hostile situations by which i mean wars and missile testing and dropping spy planes out of the sky and all the rest because overwhelmingly they have y chromosomes and because they are bored,anger
i get the feeling that theyll all gel together anyway because im too impatient to wait on change,anger
i feel not offended in any form and should not make this big and in the end it doesnt bother me at all but ive learned to show some balls in the past and say what i think not anonymous so if we would give some weight to the content of these comments there would be the questions what is behind it,anger
i could go on further but i feel like i ve tortured you enough for one day,anger
i started explaining what my biggest problems were bottling up my feelings and then dumping all those problems onto one person and my selfish search for happiness when i had felt everyone around me had found their happiness,anger
i men zhu said is snapbacks cheap i also feel here too dangerous at present for the sake of under the door of safety since see or leave this green lotus temple first wholesale obey snapback hats,anger
i feel just bcoz a fight we get mad to each other n u wanna make a publicity n let the world knows about our fight,anger
i feel the vile rising in my throat flipping up the lid on the toilet to let it out,anger
i read after watching the film argued that it makes sense for its author to feel so offended by the changes from the truth that were made in the film as it is being used in an attempt to effect real life verdicts,anger
i hate when im refered to that game guitar hero i mean its cool but i got the name kinda before lol and now i feel bitchy so stay the fuck outta my way,anger
im just feeling pissed,anger
i can stop feeling jealous,anger
i haven t done it in a couple years and now i feel like i m at a place where i hated it when i was doing it but i wish i could do it again,anger
i take things very personally when i feel wronged even little memories stay with me,anger
i was to do the same to them i would have this guilty conscience and i would feel like a heartless bitch,anger
the challenge was accepted and amidst cheers from a group of semiinebriated local husbands  the offended owner headed out the door in search of a couple of friendly gar,anger
i could feel the blood in my veins go cold,anger
i feel envious of ryota and keita going to the same school smiled kota,anger
im feeling angry at someone i do something thoughtful for her and my feelings toward her soften,anger
i took part in a football match the referee was extremely partial to the opposite team this stirred up my discontent and anger,anger
i forgive myself that i have accepted and allowed myself to feel tortured by a headache,anger
i have read and experienced going vegetarian to vegan from a meat eater how the toxins leave your body and make you feel irritable and grumpy,anger
i just feel left out hated extra,anger
you may find your exasperation turns to inspir,anger
i had a quarrel with my father,anger
im feeling a little grumpy today with the lame weather tease we got over the weekend,anger
i feel like you think im heartless and honestly im really not not about this,anger
i feels at all bitter over his treatment he gave no indication on monday night,anger
i remember feeling outraged to my core when i read a particularly heinous series of articles in the friday times where else if not this paper,anger
i never kissed a guy because every time i d try i d freak out and feel disgusted,anger
ive test tried dropping it and nothing happened which is supposed to be if something happened to my phone i would feel so fucked up,anger
it is not uncommon to hear of old women who are cross when asked to perform domestic tasks in residential c,anger
i feel that i worry too much and much on petty things like,anger
ive been wrestling with feeling jealous envious of my gfs other bf since hes been staying with her for a while,anger
i plot that makes the reader feel like he is with owen morgan during his dangerous undertaking,anger
i feel like i need to make a list leanne would be appalled at the thought so that i dont miss anything,anger
i feel like im a hateful person sometimes,anger
i used to feel from your music is now gone and it has been replaced by a bitter taste in my mouth and a lot of sadness,anger
i feel myself becoming vicious once more,anger
i was feeling grouchy and the old man has mentioned that retail therapy is great,anger
i am feeling irritated anxious which is often then i dont even like my kids touching me,anger
i knew from high school and he s pretty fuckin chill says that the girl feels insulted and threatened by the blog that i wrote and would like me to apologize and if i offended her i m sorry,anger
i wanted other women to feel envious of my figure and say oooh youd never guess youd just had a baby,anger
i worked thought that it was a good reason to either feel pity for me disgusted at me or more rarely intrigued by me and that was a class of people i didn t care to talk to,anger
i wrong to feel so aggravated,anger
i feel grouchy now the football fans have woken me up from the customary sunday siesta,anger
i cannot explain why but i need to say please understand my feeling i have heart and im not a heartless person,anger
 he s livid about opa,anger
i think its the case that whether people like anne coulter or ed schultz really feel as outraged as they do their viewers most certainly do feel that kind of outrage and anger about the substance of their collective tirades,anger
i was feeling a little annoyed at some people,anger
i feel heartless even though my heart hurts,anger
i just plain feel envious of the self confidence they had,anger
i also feel as though this assumption is rude as soon as they are informed they are married the next question follows do you have kids,anger
i just feel so fucked up by everything that the only place i can confide and spill my emotions is here because there isnt anyone like you,anger
his mounting anger was making his speech more and more incomprehensible through his strokestiffened mo,anger
i feel tortured here,anger
i also feel a little selfish when i get excited about hitting it off with our friends friends because it makes me feel victorious in our choices,anger
the patient whom i expected to get well suddenly passed away after he showed had his meals,anger
i feel dissatisfied and more accustomed to healing,anger
i feel suck mad and sad,anger
i feel a bit stressed even though all the things i have going on are fun,anger
i feel angry because i have led myself to leading people to believe i couldnt do this,anger
your eyesight s not good enough   miss dersingham said with exasperat,anger
i guess ive heard enough over the two months because each time i hear such comments i honestly feel offended,anger
i feel resentful of him trying to control what i do but i also don t want to do anything rash,anger
i guess only my wife can really know for sure but i feel at least a little bit less selfish since being married,anger
i feel so heartless sometimes because i do not have the ability to mourn for the lost of someone relating to my past grandparents,anger
i am feeling deeply offended big hurt feelings in fact,anger
sue gets cross about t,anger
i was feeling a little more resentful of what appeared to be poor planning by the organizers,anger
i feeling so aggravated about all of this,anger
im most afraid of i already feel slightly out of place at cru because while most of them will say they are my friend very few of them bothered to reach out and ask how things were going in australia,anger
i guess thats why i bought some black nail varnish cos i was feeling rebellious,anger
i could feel my calf muscles starting to get grouchy and i had a cramp around my ribcage,anger
he looked offended but i guessed his idea of discretion was swapping his length of lead pipe for a rubber trunch,anger
i feel it more when i see you not bothered,anger
i think i have made it known how i feel about cold weather we are not friends i am ready for winter to be finished please please be finished,anger
topaz was indignant  some of her fear dissipat,anger
i realized that constantly checking my phone and multitasking made me feel rushed and ragged by the time i reached my destination even if i was talking to someone i really like,anger
id actually been feeling less hostile towards ms than a lot of my linux using brethren lately,anger
i am feeling too grouchy to be properly penitential,anger
i feel extremely insulted,anger
i feel this way i withdraw become irritable,anger
charlotte made to reply  but suddenly felt exasperated and wearied by the hoops she had been obliged to jump thro,anger
im feeling queezy and cant be bothered putting these in order so here goes,anger
i feel and im irritated by it,anger
i was a touch pissed off that janine appears to have totally forgotten my birthday i feel a sarcastic comment in her card next week to make up for it,anger
he shook his head  exasperated and cyni,anger
im fancy and it does it in a way without feeling too over the top or snobbish,anger
i become aware that i m feeling impatient and thinking things are not going fast enough i can choose to change my thinking and remind myself that god s timing is perfect,anger
i feel a bit pissed off because we went first,anger
i feel a little frustrated an ache of longing has settled into my heart the weariness of life his slipped around my shoulders like an unwelcome friend,anger
i only feel irritated by it,anger
but i do nt want an indignant boyfriend on my doorstep breathing fir,anger
i feel angry thinking how much the government has gulped away over money,anger
i was feeling particularly bitchy and i dont think i adequately expressed my appreciation for that,anger
i was feeling grouchy and upset about a situation with a girl which wasn t going how i d hoped,anger
i give probably to the degree that some might see as too much but if i feel taken advantage of or wronged in any sense i have absolutely no problem shutting it down and walking away,anger
i made her feel like crap and i said i hated her and i stopped loving her before the summer because shes never home anymore,anger
i feel like thats a pretty petty thing to complain about,anger
im feeling really really sarcastic caustic or theres been an influx of idiots into my flists daily lives,anger
when we rearranged furniture in our flat and got stuck in a chair,anger
i woke up this morning feeling not grumpy but just not in the best of moods,anger
i feel like being all stubborn and stingy,anger
i feel it is rude of me to ask,anger
a scene in a film in which one man repressed another one by concidence,anger
i feel mad that you grabbed the toy,anger
ive been taking to stop the bleeding in my guts has left me feeling far more irritable and violent than usual,anger
i dont drink green charged water for a few days i feel irritable and disoriented,anger
a boyfriend with whom i split up with came over to a friends house where i was visiting with a male friend in a confrontation in another room he tried to find out if i was aroused by my friend by feeling my parts,anger
i don t know it s just that it was like on top of our head so much of yesterday that it was really bothersome and we re still feeling a little mad about it,anger
i hope you enjoy and do not feel offended,anger
i thought i wont be affected by how youre thinking feeling but the petty side of you digust me,anger
i didnt want to be spending my days working in a job that i didnt enjoy or to come home feeling stressed and tired and not be able to give my daughter the attention she deserved,anger
i feel pissed my friend didnt offer me a soda,anger
i don t know how i feel i should be bothered,anger
i feel irritable or depressed during the course of the day i just stop and think am i too hungry angry lonely or tired,anger
i feel the need to preface this by saying that i am strongly in favor of keeping violent or otherwise inappropriate videogames out of the hands of minors and i believe that this is an issue that parents and the government need to work on together,anger
i this feels rebellious to me,anger
i tend not to shower on those days and feel slightly rebellious getting all stinky and doing nothing,anger
im sure that the folks in virginia florida and the other handful of swing states agree feel not only put upon but insulted by the constant barrage,anger
i feel selfish bringing up our loneliness for a child when i know parents out in newtown are grieving their lost babies,anger
i really have much of a clue how my ex actually feels or felt about anything really except that he hated it when i didnt screw the lids back on jars in the kitchen,anger
i feel like a savage when i eat meat but i wouldve eaten my own hand if i couldnt have some of that turkey,anger
i feel disgusted with my jealousy and should stop taking example so offensive,anger
i would imagine someone to have achieved much more yet i feel no desire to reach out towards the greedy hands and caretakers and give them my sand from the hourglass of mine,anger
im happy to have this in my kitchen but it feels like someone rushed this out and cut corners,anger
i feel less bitchy in the morning,anger
i miss time with my husband and not feeling rushed to get back home to relieve our caregiver,anger
i feel so spiteful towards people sometimes just the way they look makes me want to hurt them,anger
i got inside it was so warm compared to the outside temp that my survivor man skills kicked in and i stripped down to my base layers to avoid feeling cold when i got back outside,anger
blake looked at the exasperated face of the doctor    but this computer can predict what i m going to,anger
i feel completely distracted and emotionally drained,anger
i feel grouchy,anger
i was sipping my diet coke watching my the swimming lessons and feeling aggravated that my mousekins were not being better listeners the thought crossed my mind,anger
with a grunt of exasperation  henry leapt across the room and into the yard  crossing the space between kitchen and dining room until he reached the stab,anger
i am appalled that i feel violent toward another human being,anger
i see wonderful godly parents taking care of their childrens i praise god even though i feel jealous,anger
he shows his annoyance with some intimidating facial expression  backed up by a sparse selection of adjectival punctuation invariably using the  f  word  which he uses with considerable eff,anger
i found myself feeling jealous though,anger
i feel like a dangerous animal as i prowl out of the jungle and onto the warm sand of this deserted island,anger
i sat with dave atell at first trying not to feel rude while the guys were eating,anger
i feel like i have to fucking go back and clarify every statement so that i dont get people agitated,anger
i am sure the vast majority of decent working class people feel insulted about being derided as unable to be respectful towards referees and are the parents who watch their child s match shouting abuse and swearing etc,anger
i feel a bit rude writing to an elderly gentleman to ask for gifts because i feel a bit greedy but what is christmas about if not mild greed,anger
i know its only the beginning of and im already feeling fucked,anger
i cant help feeling like something violent happened as soon as the cameras turned off wish i could find it on youtube,anger
i feel resentful about being a giver,anger
to my great annoyance i found myself jeal,anger
i feel irritated pissed even like when someone wakes me up at that moment when i m on the edge of falling into a deep slumber,anger
i couldnt help but feel a little selfish for wanting her to stay but in relationships of this sort youd better get used to some premature goodbyes,anger
i feel less agitated but a bit more sad sometimes,anger
i want to say how i want to feel just come out so bitter and angry,anger
i am excited i hope they will be a it more personal with us and i wont feel like i am being rushed in and out,anger
i feel heartless now feeling bored and not believe in love anymore,anger
