Text,Mood
Salamandroid its not just you  its properly dragged this week,neutral
Good morningafternoonnight to allstudying as usual,neutral
just came back from the mall,neutral
theEmzi hï¿½rlich,neutral
CrazyOnYou Very true  And well behaved women rarely make history,neutral
In bed with 2 girls,neutral
httptinyurlcomcyonct vote for Rob,neutral
Watching movies with my dad and talking about life,neutral
willemss Lol eBay You laugh nowjuuuuuust wait,neutral
i tried calling work 5 times and they wont answer,neutral
trying to work,neutral
Busy friday I got lots to do and a game tonight 815 at McNair Last AP Lit and Gym today,neutral
allmandinger yep  working on the post now,neutral
charlottespeech Aww just read your tweet Im not sure about later either work too  feel it for us,neutral
lilazngurl1234 hi there nice to meet you  I am new to twitter and I guess you are too,neutral
nawty Ive been well thx Just getting up for an early morning meeting and wondering why I agreed to it Dont like getting up early,neutral
34 through project car 1,neutral
Dhympna Sweetie if you refuse to offend who will  We expect it  nay we count on it,neutral
johnnybeane What happened,neutral
I think I might throw up I only could eat half of my ice cream cone  httptwitpiccom67ybk,neutral
ravegabe If you do Im sure youll enjoy,neutral
alyo uh could you come visit austin before you make your gigantic moving decision its closer to st louis than portland,neutral
mattmarquess may I please have a couple promo codes to your EA apps Thanks so much,neutral
flyingnutcase That just means you were not trying hard enought,neutral
wanna do some sessions with ronnie he da bomb u know,neutral
drhorrible httptwitpiccom4w8ja  damn Felicia is freakin cute,neutral
is at her nans house eating fish and chips and watching Top Gear Good times,neutral
roll me in your arms cuz i cant remember ever falling this hard avalanche by DC,neutral
billstarr Yep the Hawkesbury Classic starts at Windsor home of said DJ,neutral
KiiDCaM89 I cant make it My manager switched my schedule so Im closing,neutral
caitlinhllywd love you tooooo  Duuudei need to make myself a shirt that says something cool what should it say,neutral
DrDinaSadik forensic mein kya hai bas rat te jaao  and microhavin a micro exam soonthe lab diagnosis of all d individual bacteria,neutral
My 70200mm lens hood fell in the redsea,neutral
Flik Good one   Might think about it for this years NaNoWriMo competition,neutral
Woke up at 750 then fell back to sleep Woke up at 850 and back to sleep again Woke up at 950 and Im staying awake MORNING,neutral
Guuss last game 2moz,neutral
sleepy and tiredi dont want to go to practice,neutral
SFXLADYJ Good morning,neutral
httptwitpiccom4j8yk  Thelma Rebeca Fernanda Symonds Fernanda Cordova,neutral
sugarjones re garyvee quotLostquot comment oh yes classic That will free up some time fo sho,neutral
gotta restart my computer  I thought Win7 was supposed to put an end to the constant rebootiness,neutral
sgBEATkwanghock Valkyrieslife kahhongtay jeremy89632 it is the Hao Da Za Ji Pa I miss the food there so much,neutral
yep good morning to you all  or night or evening or whatever xD,neutral
Well that was a fun evening,neutral
charlesjwebster  pleasure  anytime,neutral
thehar just got Zion tweet,neutral
no skool for me idk tha weather stinks  that my excuse ,neutral
Right now on my Justintv channel GTA4 fav meh  wwwjustintvdjandyw,neutral
theAmberyOne I would like to be able to go just to ONE of those,neutral
Ill also have to fix that in iTunes when bliptv changes the URL since thats part of the RSS feed,neutral
duciaestherine ohh ic ic haha iyaa my summer is filled with ONE Course that lasts for the whole summer,neutral
starsarefire Hii,neutral
SteamPowered damn so many good dealsyou guys have a conspiracy to steal all my money,neutral
Im needing a girls night wearing sweats watching movies eating chocolate and talking about boys,neutral
but pennyessex Humira isnt right for everyone Some respond better to Enbrel Ask your Rheumy But not much longterm testing done,neutral
marieeeeee I so know what you mean,neutral
He will be here in less than hour,neutral
Do you know whats my best tactic My best tactic is to just go with the flow And you dont care,neutral
On my way to the airport Headed to NYC,neutral
Alcohol does not promote weight loss,neutral
Just found out my contact form was being dubbed Spam and wasnt forwarding properly When checked I had no legit contacts anyway Double,neutral
EssinEm ohh no the poor cupcake  wave TLGame,neutral
elizrn Your Welcome,neutral
katiel777 it does,neutral
is working hard or maybe thats hardly working,neutral
for the gays i only made 200 tonight,neutral
I think Im going to go outside and have a very John Cage moment   Music majors rejoice,neutral
httptwitpiccom4wr8k  Ashley Tisdale  Love the shades girl,neutral
Grand Indonesia with mom n sisters,neutral
Out with Bre Jimmy and Jon P,neutral
JaySkillz aww poor precious,neutral
I think I just found my purse soulmate But its not in my budget,neutral
Shpantzer I am sure it would be like everything else PCI where  sets you free,neutral
Rcss Me too,neutral
K1Logos nope my computer right now is in need of a power supply so im useing an old office machine,neutral
i really needa find more stastics,neutral
Will cook a sumptuous lunch today,neutral
ohmeabby any kimbeommie updates,neutral
nkangel74 Just ignore itand get sum restget rid of that headache,neutral
some pics up from groundup event  check myspace,neutral
Going to the airport,neutral
its too early to be up wishes i could sleep in today,neutral
So finally finished setting up my lars account Will switch from larsettrup during this week,neutral
I hope Mama likes her Mothers day present,neutral
Watching JT on SNL,neutral
On the way to santa monica,neutral
the coffee is in the making,neutral
sleepin at my cousins,neutral
babycakes1966 i agree,neutral
Sooo I spent most of my day sitting at home in front of the computer in my pajamasI love these days,neutral
Sad news  Young Quinland Buildings whitegloved elevator operator has retired   httptinyurlcomne6mlu,neutral
howied hes a lucky baby He has a wonderful family  do u know when u could take him at home,neutral
miacarruthers follow me,neutral
LukeDennehy Good to hear  I have a feeling though the behind the scenes andor being there is better than what is shown on TV,neutral
Grass mowed I can haz playtime now No Nutzy2468 says we have errands to run,neutral
nemke  stackeoverflow  httpbitly13Nfk1,neutral
Going to bed early got a lot of important women to visit for Mothers Day tomorrow PS As of midnight tonight HAPPY BDAY BOO BEAR,neutral
Still up playin rock band woot woot,neutral
BARACKOKITTY ur right i dont have a reason to be up early but im sure my niece will be in my room in a few hrs botherin me,neutral
Had nicotine replacement patch on for 4 hours So far so good but I did sleep for most of those 4 hours Getting a bit twitchy now,neutral
Gen22 I cant blip right now,neutral
grinning like a Cheshire cat happy as hell they made my day  ,neutral
wow back to business as usual after 3 days  of excess  weekend,neutral
byronlk yes,neutral
MrsHoskins ooh Ive got that DVD never got around to watching it   Is it any good,neutral
Now watching ZDF Fernsehgarten Its so great that Andrea is back at last,neutral
allahpundit never a relaxing weekend for the allahpundit,neutral
AnneBB well you can print CYK not CYMK,neutral
adrianspencer we have mice in our attic who clog dance,neutral
At Twin Peaks High  Yay,neutral
rgambarini Instrumentalists like to give singers a hard time But the vocalists job is the toughest when heshe is sick,neutral
One interlock down one to go,neutral
memesijaitort thanks I will send you a photo of my first,neutral
3144 words later its bedtime,neutral
theguiltshow ikr,neutral
Haha Ashley tisdale is on again,neutral
laylaymusic you know you love it   StatK,neutral
International Version of Stand By Me httptinyccpAVYi PlayingforChangecom,neutral
MSTALENT I know right,neutral
going to shibuya meet my mom get my contact lenses then shinjuku,neutral
MrPaulEvans heyyyyy boo,neutral
iampritty lol man i got 2 1 2 hrs an iont how i woulda made it wit out my ramen noodles and tv Time,neutral
Happy Meal  BOB toy  httptinyurlcomcjtqaf,neutral
lovemedown hello hello hello  what u up to tonight,neutral
robineccles Yes  by 16 minutes now,neutral
Cleaning out my desk Ive found a betting slip from three months ago I stuck a tenner on newcastle getting relegated In the money,neutral
taylorswift13  finally someone spreading the Hayley Love via Twitter Welcome to the club Taylor,neutral
Tired beyond reason I would rather be just about anything else other then tired,neutral
JMIKE3 U no that little prob with ur twitter that happen  that old pep resteraunt mayb this will help u fix it,neutral
sharonhayeswhere is the song,neutral
michaelwryan Cant did I forget to say that  hahaha   I wouldnt be able to get home,neutral
telltammy I tried both twittascope is unstoppable,neutral
MeredithKlein oh thats discreet,neutral
rachaelkearley Thats Twitter for you,neutral
vectisdebs no plans are the way forth,neutral
JoelMadden how long did it take you to learn the song,neutral
Well miss you dougvs   Those lucky Edmontonians,neutral
DucCat900 pic please,neutral
That damn money sign Ugh,neutral
michaelbarthel Welcome,neutral
Jonasbrothers see you 080809,neutral
has just finished ironing his clothes for Church Gonna walk the dog now then grab a showershave and be off  jottonia looks good too,neutral
i hate parents,neutral
cfree123 No worries  Going to ABP right now Want something,neutral
how do i get my cat 2stop killin rabbits another headless baby rabbit n garden dis morn  live close 2field wher lots rabbits live,neutral
shanajaca But feltbeats is on page 6 at Ms Twitterworld only 26 votes,neutral
robfindlay httptinyurlcomd4l3oe Desktop wallpaper like the inside of a monitor,neutral
When spelling is important  httpbitlyjdk0Z,neutral
Clubpenguinfan3 I guess that boner story isnt so funny Ive had TONS of boner moments like that unfourtantly,neutral
im seeing the hannah montana movie again today,neutral
we dont need no education,neutral
Good morning tweeps I have a feeling I wont be oversleeping now that Gracie is around  She pounced on my head and woke me up at 7am,neutral
wants the tickets for the concert,neutral
watching Pineapple Express and is seriously thinking that they used real weed in this movie,neutral
YasmineGalenorn used is definitely cheaper may have to get later ones that way but new is ok for now,neutral
watching jtimberlake on SNL,neutral
Thanks for your definition of throwbie  Editors reviewed your entry and have decided to not publish it,neutral
Morning twitter,neutral
this thing was more fun with my itouch,neutral
intelamber so how are you doing this morning ,neutral
mitchelmusso httptwitpiccom67swx  im waiting but its been 40min,neutral
babysitting for the Paionks  thinking about going to see quotobsessedquot,neutral
i just dyed my hair,neutral
kathryntft Ahh dang of course it had to do that  She better email you back fast,neutral
Got a new lyric book,neutral
emzyjonas hey hey,neutral
May the 4th be with you  starwarsday via dordali,neutral
thunderror Heh heh heh come on It is a THQ release Ah well I can try almost anything that is billed as RPG,neutral
working on homework,neutral
Going to get dinner with the parents,neutral
brendaelizabeth yeah I suppose,neutral
When will Medhurst play again,neutral
nothing to do on a friday night,neutral
RetroRewind great show today,neutral
bout tuh head out an find sum wher tuh go an chill,neutral
SpyCamsSpyEquip Thanks for the follow,neutral
jamesamichael i plan on it Goodnight,neutral
Dear MacPro what is this Im just trying to awake you  httptwitpiccom67orb,neutral
sojanjose4u its working nowITS OKAY,neutral
kevingraham oh and thanks for the help,neutral
going to bed night,neutral
acryfromthesoul quotHers before minequot hon Its one of few rules I do NOT break under ANY circumstances,neutral
Jalisa i know   my BG looks emo now  lol,neutral
i totally do not know how ticketless travel works,neutral
Work work work Finally not sick though,neutral
From twitterberry moved to ubertwitter  suffered from BB cache errors,neutral
cailingg me too  what are you doing,neutral
neoindian hehe very true  but youve got the color advantage which the complete americans havent,neutral
Getting ready for an early night tweeps   Have a great one every 1,neutral
Is having a darts party with the parentals my neighbor and livia9778,neutral
thisisryanross Ryaaaaaaaaaaaaan  httpbitlySnjEn,neutral
Ha joestump im giving spymaster a chance  just curious will miss u,neutral
today is a busy day exhausting,neutral
ChimeraX Hand up Me Im going  localgovcamp,neutral
gatorayd I sawn it three times,neutral
gabbylucio now that you say that you do look like demi  hahaha Yessss august 2nd will be a blast,neutral
beilaqsodmq ayee watcha up to ,neutral
last day of classes,neutral
boomerous Discrimination is not a bad thing Ive learned to say no My children would say I mastered that years ago,neutral
might go to bed No nightmares about bad grades tonight please  Hmm,neutral
Goodnight,neutral
Off to bed Still exhausted from Vegas,neutral
is over it  httpplurkcomprp5np,neutral
Hank Thompson ï¿½ The Big One Got Away  hmm how old do you have to be to remember THIS   httpblipfm5jboh,neutral
is filling out FMLA forms soccer amp tball forms and working of course,neutral
Inspired to blog about something inspirational Haha,neutral
oooh yeaah fooood time Ive found my seat at this bbq right in front of the food  hahaa,neutral
You havent replied back,neutral
JonasFanJade ok2  gnyt Haha too early,neutral
The Paper Route album is quotAbsencequot not quotAbsence While Working on Cabinetsquot,neutral
clevert I thought so I will text you later this week to catch up  Did you open the links I sent you via email yet heh,neutral
Is concerned about pixiefish,neutral
leepovey,neutral
bbq party,neutral
Found which exit to take Thanks Tianjinology,neutral
moriagerard I havent had one for a long time Too expensive,neutral
pingpingss quotjustquot  httptinyurlcomcuy43t,neutral
jglass8 its tomorrow,neutral
Off to see the Doc in a bit to get the knee checked out,neutral
Just sneezed three times in quick succession But three is not four so no record,neutral
PaganVixen I was a kid during Tom BakerPeter Davison So Im very much torn between the two Tennant has been amazing Ill miss him,neutral
NotSafeForWork you can vote once per day per computer,neutral
rastin Nope I am in Coquitlam,neutral
too much sulking over being single going on tonight on tumblr  gru3some I am here to save the day  httptumblrcomxd51qx88b,neutral
twitters from her seat in the exam hall it starts in 15mins pray for seat 299 in MPSH1A to be blessed oh and for wisdom to flow  whee,neutral
ups ketauan cabut sama gemamalove chikachilo nih,neutral
paulbay1028  Mornin,neutral
EileenRight Should work fine as far as I know shrug   Maybe send a tweet to Verizon,neutral
Back again Almost the last haul   at Wagners Casa in Bend httpshzme5ke,neutral
sexybrandy well I dont drink,neutral
Terminator Salvation by myself,neutral
My mom said I eat a lot,neutral
mitchelmusso PLEASE LET ME TALK TO YOU,neutral
at the yard house,neutral
uup  morning off to school see ya xxx,neutral
Drink 7 or 8 for me at the club Been drinking for the past 6 hours  httptwitpiccom4wn9q,neutral
chikidracula303 good and you jeje,neutral
louisabouwer yummy thanks  strangely quiet too Kids are downstairs harassing Lance,neutral
boo but will I listen,neutral
httptwitpiccom4wah5  haha thats right,neutral
Writing out to tape  48hoursnz,neutral
bayanijovan everything is near here in SG but you have a pointsana hindi sa Jurong East ang office ni madsdeguzman,neutral
glennlunder Yep Wasnt that much to play with though Just install and voilï¿½ It works  But you need a fast connection,neutral
Done With ExamsNow Focusing on Summer SchoolDAYUUMM Lifes Hard,neutral
RFleeshman  lol since I got twitter a little while ago it seems like loads of people setting up an account,neutral
BedandBreakfsts Thanks Kelly You are too sweet,neutral
lectronice yes indeed                                                                                               here I am again,neutral
I wanna see Drag Me To Hell  Someone take meee  Oh and Follow me  And Subscribe httpwwwyoutubecomuserJessiNoel29,neutral
just watching ncis complete first season,neutral
I had fries and an ariZona at 1130 and thats the only thing I ate today  feeeeeed meeeeee,neutral
Mishhh oops I meant 19th  snowdaysss,neutral
just typing this message,neutral
Yeah Yeah Yeahs  Softshock,neutral
akte does this mean youre leaving me,neutral
Icethevillain hmmm somewhat i would say more spontaneouz,neutral
jeremycowart httponoircom try to go if you can I tell everyone who goes to Montreal to check it out Even people who live there,neutral
I want some cheese fries from fontanas,neutral
all my files got deleted,neutral
Oh is that time for real,neutral
NikkiPilkington Mr Tweet I think,neutral
didactylos Yes please and check out your position on the locations map when added   httpbitlyttVn2,neutral
stefathena maybe ill go one day and thanks im all swined out,neutral
ZopflieseJule Fyou very very much  willkommen im Twitterland,neutral
nocas jï¿½ estou a ver que sim   aqui  httpenwikipediaorgwikiMothersdayDatesaroundtheworld,neutral
camenmarris I know Ill have to get some soon,neutral
Europe bound,neutral
tranceasleep if you could get down to easton you could join us,neutral
laertesgirl Ohh of course She did stop once though end of Dream John Woodvine amp Zoe Thorne only ones not signed my programme,neutral
fresa80 Id so be in Vegas but its on our anniversary  Cant get enough JK,neutral
Is sooo waking both of them up on my way back to SB  good night america,neutral
Presenting todayhope it leads to the ability to move up one day,neutral
KimSherrell not me  sigh,neutral
new on twitter,neutral
djenemyofnts NemoIsBack JPMizDELiCiOUS Goodnite sexy twiggas,neutral
10pm tonight International Space Station will by over head through most of Texas at least,neutral
TheComputerNerd weird as usual but ok thats why we like it,neutral
Making a milo,neutral
EsmeCullen26 yes yes it is,neutral
xxBigOakxx you are a good child,neutral
Trying to figure out how to use this twitter thing  Hahhh,neutral
green computing httpbitly8gb8R,neutral
watching jurassic park  i havent seen this movie in years,neutral
dmFinley Hey you I have been trying to reach you for a couple months now but umm certain ppl will not tell you im looking for you,neutral
Its hard to get a good Google listing for wills in Wiltshire because one of the local MPs is called Wills,neutral
spreaditfast thanks for the reply my friend,neutral
dont look at my toes put shoes on then painted big toe,neutral
wishes that she has a private jet so that she can go see her BFF  times like this ok okot really thinking of carbon footprint here,neutral
summersunrays Bryan hasnt replied about wingnuts,neutral
Critic6881 lady thinks shes watching scrubs delusional  shes bailing on our plans,neutral
brandystrippers Oh No Oprah jumped in front again,neutral
Poor extralife  The flowers are fornicating with HIS nose now    missiondeep,neutral
RussellDevon  NOT A HEAP HEY JUST BOUT TU HIT THE SACK ITS 115AM HERE I NEED SOMEONE TU CUDDLE SUCKS  WBU X,neutral
dietsch Union Square Somerville Youre better off with the 87 That probably helps you zero at this point though,neutral
andrewschof hows u lovely day here,neutral
dcastellani yes yes it was,neutral
Noufah  thanks dear wish you the best too,neutral
upssher name is writen like chesca,neutral
I am using an onscreen keyboard,neutral
way to not wait for me at my locker nd then just pass me in the hall nd not say anything,neutral
never did sleep last night  feeling horrible today time to call work I thinks,neutral
is still amazed at the awesomness of last night The discussion was great Looking forward to a great week Only 10days until I go home,neutral
lisasueli natï¿½rlich,neutral
I am sitting here taking a little break and trying to recharge so I can continue housework,neutral
vivianchiu LOL You should buy your mummy flowers,neutral
Two months ago I became worthless,neutral
twistednurse76 I am behind the times I hadnt loaded any songs from THE BLOCK til now What do u hav to offer,neutral
beardoctor I really should put up a pic I guess,neutral
ChrisBayliss Naww when should we go on mega scotter,neutral
mitchelmusso i cant call  im at work,neutral
Listening to Jesses music  amp on MySpace Also getting the hang of Twiiter I feel that i need more followers  Dont be shy,neutral
amytcathy at least you get to watch Lost on the way,neutral
Watching Die Hard 2 I lt333 Jeremy Irons,neutral
sunmaker   Yeah its just based on my emails,neutral
Old enough to know better young enough to not CARE,neutral
just finished designing her multiply site,neutral
Things arent just as easy and simple as they seem to be,neutral
Back in SJ Star Trek tonight at 945pm at Cinelux on Almaden,neutral
neillavin300 Soz no ideas That is a reason i didnt take geography cz i would fall asleep as well Lmao,neutral
In gym doin it up in paddle ball   xo,neutral
will be back later  httpplurkcomprp3k7,neutral
Eating Cadburys Dairy Milk giant chocolate buttons Those who say that one square of dark chocolate is more satisfying are lying,neutral
LucyFurLeaps Its still up the duff boo,neutral
mitchelmusso is it done,neutral
karneee love it Really its simple i think of a word and put twi on the front i should be more clever,neutral
Twilightish I really hope so,neutral
Morning   escuchando el  Soundtrack de Twilight que Gaby me trajoooooo la adoro  muse paramore perry farrell,neutral
JennyMalaiAli  go to that person and click the green arrow following then youll see remove,neutral
is in Milton Keynes  leaving tomorrow,neutral
Feego16 Until twitter brings back our EVERYONE button you can access the public timeline at httptwittercompublictimeline,neutral
bioncaaa  so thats how u spent ur weekend so far,neutral
XChadballX mmm nandos is good y and topshop rules i am actually devastated that i cant come to to london show quotm8quot bailed out,neutral
brb022 i would prefer 1 more monday,neutral
PJPRI Just go near a hive theyll tame you,neutral
LOOOVE the comedian in Obama hahaha  man  I love this event Someone get me a pic of Dennis Leary and his wife,neutral
ConnieGreen  powerblog What is this powerblog challenge you keep talking about  Im a newbie follower,neutral
makirules I sent you a FR yesterday,neutral
CarlyyOliver goood,neutral
just been playin out i am all itchy now  it was fun,neutral
Anyone know a good PNG compression tool for OS X Tried PNGCrush but it just doesnt run,neutral
woken up by mum work,neutral
vlastikb logically yes i just have to find one though always seem to see them beside motorways when you cant stop,neutral
Ok im good again  Headed home i look like a wet dog,neutral
Leaving for work,neutral
Its natsmith88 last Friday today,neutral
desire4it oh yeah  love his choregoraphy the pantsnot so much,neutral
Livvixo go for the 1 that you want to go to most my bro had to switch when he did his 1st time  its wwwdirectgovukstudentfinance ,neutral
In my moms hair salon dying my hair,neutral
jillvee Sounds great  wish i had the  do buy some,neutral
i have never seen WallE i am confused because i had no idea what you guys were talking about hehe  now i do though,neutral
lasuerte ohh right but it turned her curve into a right angle I just like her better curvey   thanks for letting me know though,neutral
This week meet me at OFFF next Thu Fri and Sat And try there MIC and Surface,neutral
mannnn alllyy got an iphone im jealous  httpbitlyNgnaR,neutral
KaydeeisMeeko HAHA my rooommate are watching that i have a huge crush on landon,neutral
gfalcone601 salt and vinegar cheese and onion make your breathe smell lol  xx,neutral
Good morning,neutral
The new Lego Rock Band trailer looks pretty weird They coulda done a better job making it  httpbitlyjCfk7,neutral
RyanKil did you not think of texting me that Ive just read it now lol Figured out the html on my own,neutral
ericludzenski GILF  grandmother,neutral
