Text,Mood
my girlies VeeVeeBOMBSHELL amp ReeseCromwell r leavin me today  Vanessa Ill c u when ur black I mean back and Reese Ill c u Sunday,worry
KimmiMcFly Ah lol okay Thanks,worry
In hysterics at Yaas email lt3 Am writing a speech for Speakers and doing Food Technologydamn its good to be off school on a Monday,worry
just not that into me,worry
papelpicado And a good morning to you  Up early with a bad conscience trying to make up for taking a day off yesterday are we p,worry
indieandyy  I hope when youre calling this the shitshow you mean that in a good way because this will be fun,worry
Ppl who smoke pot are so f   n stupid An instant turn off drugs in general why seriously   why,worry
start again so now theres 6 people coming with us when we go to melbournefor short stack originally 4 but still only 3 for ss,worry
My puppys not feeling so good today,worry
Loves fatty take away nights yummy  then coming home and facespacing with my roomies,worry
fightingfatigue Got any tips for a mum of a 14 yr old with CFS who cant sleep at night He falls asleep about 4am till midday or so,worry
iamdiddy I need a hug Gotta find another place to live and a new job,worry
So broken now,worry
still no date for bon iver next week,worry
sitting in school  sucks to be me,worry
I should probally bring a box of kleenex to schoool today Im going to cry so much,worry
mrsmicah Im glad your inside too Take good care of yourself An event in Rising Sun  Too bad youre filling ill or we might see you,worry
thinking i cant handle my life like this anymore almost seems as if suicides the answer unfortunately,worry
The time is not my friend today,worry
Just downloaded parnoid,worry
Ew I have creepy followers,worry
ugh i just want things to go back to normal i miss my best friend,worry
punkpolkadots ya i suppose sowish i cud hv thm bk,worry
Realized that ManagingOnlineForums hasnt been reviewed on AMZN in May Id love if someone would share their thoughts httpisgdJolG,worry
ursusfidelis sry about tweeting so much,worry
vinerinimic special sau probabil un alt weekend pierdut,worry
 had a great time at the block party  so did mackenzie,worry
SupaStarCity hahah i sowwie hun  whats up thoe ,worry
sandwichesss then work,worry
shack idol today cant wait its gonna be funnn poor cameron he fell ON A BAR in speech today i felt so bad for him,worry
jeffpower What are you reading,worry
hates broken promises  httpplurkcompx2l3e,worry
McFrezco  whoa quotsack chasing whoresquot  that is soo out of character for you to say that  bring back my sweet Superman,worry
londicreations  I dont mind whistlers if they are actually whistling a tune but those who just whistle nothing drive me crazy,worry
i have so much homework  i think i am going to hide in a corner and cry,worry
queensnyprinces Thought you might be interested in TweetPhoto httptweetphotocom See whos viewing your photos,worry
laurenRIOTx its only on in glasgow,worry
I miss my 8703,worry
petebrown Damnit I accidentally put scottgu instead of realscottgu in my FollowFriday,worry
has at least 30 bug bites on her legs,worry
MissCindyBaby  I wasnt tryin to call you out I just remember my dad ALWAYS had my ass late He never got in trouble I did,worry
thedailysurvey Why do we love those that we cannot have,worry
Adamfyre absolutely,worry
Every part of my body aches   Im tryin so hard not to throw up,worry
KinanLW Wah why are you sad,worry
CrossedOutName pandora is blocked at my work  bummed,worry
Had a great day apart from the fact that I bought a USB HUB and as soon as I plugged it in it broke    Damn you Tesco,worry
ausaudriel no money atm plus I did that trial so I dont know if it would let me play without buying that new exp,worry
starfish1211  what Thats so horrible Ill be praying Poor thing,worry
jerseymoongirl  Im hoping these pills will do something cuz Im gonna go nuts,worry
I cant sleep And now,worry
i dont know what gonna do on my lame fridaay  maybe see me with my besties,worry
cdlstatus are you guys dead again  I cant load it up,worry
KiransMommy I know all about the awful shifts And he should feel better after he gets tubes in his ears on May 12th but thank you,worry
dunnybrasco Im home phone died thou,worry
gjr02 I cant work out if youre into diesel or rice burners,worry
katieandhearts Fingers crossed,worry
Day 7 without shower No end in sight There is stuff between my toes,worry
anyone else having a problem accessing their account info on the istore  i cant buy music and cant look at my account,worry
capricornone Could use GarageBand though its probably overkill,worry
wonders why am I so clumsy lately  httpplurkcompx28ka,worry
shawtysoDOPE who can do it like we Noboddddyyyy,worry
saharabloom Dont we all,worry
drford not too good  how are you feeling today,worry
is cheering on the Arsenal Ladies    and missing my Mx,worry
Gorgeous weather but no bike,worry
karateKid congrats im still jobless,worry
Soo tired Feel worn out Want to go to sleep but gotta go back out,worry
Just got a shot on my arm Eww,worry
Does anyone know how to scale a pic down Im trying to change my pic but all my pics r 2 big n I keep cropping themHELP,worry
About to get my wisdom teeth pulled,worry
I dont think our ISP is too happy with us this weekend,worry
snotty nose  poorly chest this is not good,worry
is slowly crunching the reality that june is fast approaching in other words classes again and another year will be added to my age,worry
oh no opera 10 is not google friendly  weeps,worry
iamcomedy how abt we wait til summer and do this at ur placeima need somewhere to stay anyways,worry
What I would have done with legless stillborn spaniels no idea BUT I WAS SAD so now 20yrs later strawberries  dead puppies,worry
is hoping that she left her bb at home and didnt lose it on the Metro,worry
Im going to miss my iMac so much over the next month,worry
In class till 12  wishing the rain would go away,worry
Or maybe its just us ,worry
drewryanscott then u should went to vegas like u did last year  I think this was around the time u killed that animal with ur old car LOL,worry
saucewear btw your shirts are shipping out  I ran out of stock on the one size you ordered for the quotI AM FAMOUSquot sorry,worry
Ugh I feel like shit gonna call out of my classes today  hope it doesnt affect my grade,worry
Is Watching Britains Got Talent amp Is biting her nails Please dont come off black nail varnish,worry
The city officially smells like dead fish,worry
ARG Eirtaku got hit by stupid bots So much porn on a kid friendly site,worry
cazzac i hope he is ok too i miss him  and the doc better not be a douchenozzle ill be one right back,worry
havin fun my friend,worry
Wheres my phone ,worry
Dentist in less than 2 hours  Arrgghh I like my teeth the way they are Except for the toothache but thats a minor quibble,worry
 I wont feel guilty and like I should be revising stuff after today haha,worry
Cant freakin sleep and i have a horrible stomach ache,worry
I was on time three shifts in a row  but I woke up at 840 and works at 9 five minutes late ugh ,worry
i just want my car back,worry
souljaboytellem Lucky u Im stuck in the rain,worry
MsSdot23 and thats why your azz lost hater lol  love you,worry
i will be without an assistant for the next week,worry
Spartys just shut down the McDonel site Looks like I lose some hours,worry
ashleymshep yeah girl you betta be on twitter i miss you jealous of jens limo ride,worry
deedeedet i know i need to get their cd somewhere hopefully they sell it here in finland,worry
bmerten85 anthonycolaneri Pool party Why wasnt I informed,worry
Still  hospital unexpected complications,worry
am sitting in the library with eyes half closed cause havent slept in a while coz of exams,worry
Ahhhhh My quotLet The Right One Inquot DVD broke,worry
Tuesday Wednesday Thursday and Friday  EXAM   wow shit,worry
ITS RAINING ITS POURINGwhere is my spooning  buddy,worry
Is feeling really bad about goofin on NinaParkerTMZ not knowing she really wasnt at the meeting Dang Im sorry Me amp my big ol mouth,worry
back from dr appt no real diagnosis hmph just prescribed antibiotics and an inhaler to help w the extreme coughing,worry
mitchelmusso im about to have to hang up   my fone is getting to hot,worry
simondiamond brown but it looks black  at least its not red cos it would have looked like a period stain  lt3,worry
TweetDeck is acting really strange Hum reinstall maybe Update on the horizon Or is it just another Adobe memory leak,worry
just found out that my husbands grandma fell down the stairs amp is at the hospital with several broken bonespraying hard,worry
mitchelmusso  i cant call you im from Mexico and i dont know the code,worry
PandaMayhem my kid is sick too thoi cant do it by myself  i cant go there by myself like a crazy stalker,worry
Thats exactly why I prefer to give money and play outside the house Stupid Internet connection always ruining my instances  wow,worry
sofiacoyiuto my macs hard drive crashed then i brought it to powermac they couldnt recover the files  no back up ,worry
Happy Mothers Day  Love your Mom,worry
originalgabriel Sure thing,worry
Gees can this week get anymore horriblenow i cant go to spain,worry
i have a sunburn line on my back from the tag sticking out of my tank top all day ugh i need aloe vera went to the park again,worry
Why am I limited to only being able to sync with 1 MS Exchange account on iPhone   same goes for Outlook Why cant I have more Lame,worry
9 hours and 10 mins until I can go home and sleep  I hour till I have to go to work  cant wait for 5 days off this week,worry
Feeling so rough today just want a cuddle and some sleep,worry
DannysGhirl no sleeping for me im at work   it will be summer break soon Tell them to get there butts out of bed lol,worry
peeling so much   I feel so bad,worry
dc493 sassafrass reminds me of rachel  i miss her,worry
4 lonestar pitchers at mugshotsaustin   If only I wasnt still recovering from last weekends bout of irresponsible gluten consumption,worry
ugh I totally cant sleep,worry
Moni7D well then take your sexy ass to sleep then foo  how as your weekend mami,worry
hellivina you work really hard so sometimes you need a break haha  so yeahjust let me know if you need help in anythin,worry
I am pretty confused leaving is the best option and I know it will benefit me but I dont want to leave behind what I truely love,worry
Oh man I have been sick all night I feel awful,worry
Robviktum Warm and muggy after Tuesday possible tstorms but not as widespread possibly severe too,worry
nikkeekristen Yeah it says that at the bottom  21 and must be available to live there from Aug 19th to nov 2nd roughly,worry
i am promsing miiself im not goin to hurt miiself for the rest of the daywow that will be a miricle if it happens  lol,worry
no run today     tomorrow Ill take Lilly the lab and shoot for 7,worry
At work supposed to be a day off but too much work to get done for PLM World sigh,worry
Man I need to makeup that 35 loss this is why Im going to hustle this weekend AKA not going to have a nice relaxing weekend,worry
apt10C I was walking home when he fell to the ground,worry
jeffieruth OMG POOR Jack  That happened to jisbellemtp s dog one time Hope he gets better soon,worry
The 22nd cant get here fast enough,worry
Playing some games before I leave for work   Work til at least 11PM tonight,worry
Traffic along McArthur  okay keeping my eyes on the road and my hands on the phone err steering wheel,worry
pitbullfan76 ROFL  THATS my problem only two hands,worry
Is going to have one upset daughter  in a bitmr Rat took a sudden turn for the worse and didnt make it,worry
rexharrislive Thank you very much Rex for FF,worry
Think I have sunstroke,worry
going to die from study overload this weekend too much homework with paying work to interrupt im screwed,worry
Up and moving my dad home when he should be working im due to work at 12,worry
starlingpoet lol thats worrying,worry
pallet2005 apologies dont fix hurt feelings kev  anyway ill get it from u next time I c u,worry
chupacharged you drank it on the sly didnt you and thats why youre asking I know how you are,worry
MsAliceV No  None in the house and Im not sure i should drive to the coffee stand Its worse than I thought it would be,worry
cocont123 I dont know how you do it,worry
SamFenton i didnt even finish cleaning my room cuz i went to a party ahhhh  ITS STILL MESSY,worry
Hate fighting,worry
KrissyKris725 well wassup than dont be scurred now lol youd probably like it if it came to biting,worry
TR0se school and work thats it really what about u still in sac or am I a tittle late,worry
stayn  home from school sick doc says I have bronchitis,worry
Listening to Distorting a Code by Spinnerette and just cant wait to get my hands on their full length,worry
WeWantNEYOnVibe Knock You Down is playing nowagain Cna my day get any better I love it How r u Missed u,worry
JessicaKnows bethenny I have one fastsmallballbustery question amp I promise not to weirdherout wthe fact it MAY be on my visionboard,worry
jimwtodd I dont know She never answered me,worry
talktomikesmith yep but  what does it mean  Would you think outside the box to make name very clear what exactly is wrapped and why,worry
thisisryanross I wont leave you alone until you accept my appology,worry
LaLaLand why am i liking that song so much Anyhoo grr I have a cold but thank goodness though the sore throat has gone,worry
sore throat and a headache starting on a friday is not a good sign,worry
ninjang facepalm  hope the interview is a choice and not a forced thing,worry
animalhouse4384 All is wellThat ends well lt unless of course well times the power of three  the sum of ends if X being All,worry
shereenzangana That was fantastic Thank you,worry
titotheceo hahaha omg i only got 3 hrs of sleep,worry
mintea Good idea Ill have to remove all the old receipts tissue paper and other nonsense before I can take a pic,worry
Im getting A Nervous Tic Motion of The Head To The Left  when thinking about tonight,worry
Who out there loves the soup I do I do,worry
GenuineAmy Dude I miss the 90s   btw the name of my mix is quotDamn the man Save the 90squot hahaha,worry
bsweens haha they might good luck if youre taking it as well  im hoping I get a 1 for putting my name down,worry
is having brain blockage in musical thoughts,worry
sad that school is over gonna miss all my friends and teachers,worry
DatBoyXO oh wowhope hes ok  u take him 2 the vet,worry
ahhhh very sad,worry
NCP no longer has job placement,worry
VideoHive Heres getting cold And I got my coffee break 2 minutes ago Enjoy your drink,worry
ElonNarai Ugh looks like youll have some work to do  Good luck,worry
i would slip and fall on the dirty school bathroom floor fml,worry
AlexaJordan sigh come to Sac please it is the Miami of the central valley,worry
iheartmc Im sorry sister  just think you get to see your man in a bit That should make you happy You guys should call me tonigh,worry
tomsorrells I know we need it but Im not a fan of daily rainhumidity amp Im a native Ill enjoy dry while it lasts,worry
seriously my parents are non stop  minniapolis newport for a week and now this weekend in San Diego  i miss them home,worry
About to get shot Ow,worry
stephenfry  Ive been single so long all I have is a Hans Solo,worry
cArtPhotography Hey it was a GORGEOUS day and night here too  Played in the sun then a full moon lit my way home    Life is good,worry
I think Ive forgotten to mention some people on my video,worry
is sooo stressed about everything I have to do,worry
Sick daddy  send prayer his way,worry
martinb9999 need to get an intel based mac 1st   but this impacts on dual core vs quad choice latter probably better for virtualization,worry
Realizing that I dont have school today or tomorrow or for the next few months  I really need to get on those job applications,worry
also I managed to ink half more page unfortunately page 006 will totally suck but at least I tried hard before I decided to move on,worry
if tonight was anything like summer i cant wait,worry
carbaby and travisgarland great seein you guys today you look so happy  love it lets hang out soon love yall,worry
actionscripter I tried to translate your tweet using google translation service but it just spat it out back out at me,worry
Slept at my parents the bed was hard as a rock now my back feels like a rock,worry
justeezy  woh won at least you arent in the NYC situation,worry
chantelnicole I am lost Please help me find a good home,worry
Wife amp I split duties tonightWife headed to OSU for daughters ath trng rcption Im at son 1s school paper banquetCant make both,worry
I worked more today than I did yesterday but my time card says that I worked the same  oh well Hello weekend,worry
i got a bruise on my foot out if nowhere  it hurts,worry
4am And Im on the beach Pretty,worry
BrianLimond Ever seen the tv show Dead Like Me I died and became a grim reaper Taking peoples souls after accidents,worry
the collegedems 2009 convention  httptrimmLvw  doesnt look that great this year   going to vegas then sounds much more fun,worry
Any Windows 7 users out there have any tips on how to make the default install NOT take up 15GB  I knew it would be big but srsly,worry
Santbrink boffert,worry
BarryAlistair I must of brought the bad weather with me to the states,worry
sunniest week for agesand exams,worry
PeterDuerden JealousMUCHI want to be outttt  Not stuck in revising You better have green dragon in my honour lol,worry
I feel bad over everything  How can I be so stupid Why was I so harsh Its my fault I know it Im sorry SaVvy love you guyslt3,worry
Bloody servers are down at work for at least 3 hours Want to go home now,worry
JonConnelly You can vote every 20 mins Im on page 2   httptwurlnlhxux3o,worry
natdcook hey you honey bear Dont goooooooo  puhleeezeee,worry
Its official I am working Sunday in DC,worry
lisalisad1 I only came across viva la juicy on fri no testers only body lotion in the store but i defo need to get it asap,worry
iPhoneAppAttack I thought it was pretty good Im not a die hard Trekkie either,worry
I couldnt do anythin cuz he jacked it when I stepped out for like 30 seconds amp was already outside up the mtn when I came back,worry
i didnt wake up early enough to go roller blading  contrary to a tributary i flow endlessly,worry
jesterjay SWINE FLU Some family just came back from Mexico im staying FAR away Im feelin much better now thanks Jay,worry
Ahh I forgot about the test today,worry
Chris pine please be mine  haha,worry
ahh my poor feeeeeet,worry
broken my leg  comment me please,worry
itsjenwilliams Im at work,worry
i love pink and i dont care today i shall not tweet as i have to hardcore work with jamie have a nice day everyoneeeee  xxxxxxloser,worry
my twitter says it needs a break  ill be back in a bit capacity,worry
konst4nt1ne im sick  if i wasnt id be at the show with ya,worry
own 2nit but i cant go,worry
feel dpressed,worry
elizabite  Im so sorry  I dont understand why some people expect everyone to react to these things with the same quotpoisequot as themselves,worry
httptwitpiccom66yb9 Ozzy back from the vet Not feeling well He looks so sad    Possible UTI Results tomorrow,worry
petraeujane Too bad they never made it over here during the last ten years,worry
So cold in here  getting the chill,worry
meinj Cant do tonight  could kill a pint though Another day,worry
I REALLY wish I was spoiled,worry
MY BEST FRIEND IN THE FUCKING WORLD IS MOVING AHHHHHHHHHHH wat am i 2 do im not a happy camper,worry
Its STILL not working Why not This is FRUSTRATING,worry
MY CAR IS ALMOST DEFINATELY GOING TO BE WRITTEN OFF THE GARAGE RANG AND SAID THE WORK WILL COST 3K AND ITS UP TO THE INSURANCE CO,worry
Nailing some webconcepting in the zone I should be awarded,worry
But anywho I just got in and out of the pool within like 30 minutes because its about to start storming,worry
caroldn I feel like a piece of garbage  See httpbbltwtcomnqgp3,worry
Not legally old enough  to get a summer job outside of babysitting,worry
Back in the office after a great quotStudent RoundUp Eventquot last Thu and Fri Thank you very much for coming I was great to meet yall,worry
i miss my old phone it worked so good until i dropped it  i want a new one for my birthday,worry
x3f  dude they renamed it to something no one will remember amp find even harder 2 joke about Its a myth  to keep u scared,worry
chezmax butbutbut it has a qwerty keyboard how can something with a qwerty keyboard go without a nethack port,worry
jennhoots Well lets be blessed together then too Yes I feel better but I would be sick again though if my little was spared,worry
Memphis just cant catch a break these days My poor Tigers,worry
lorenarojas But it is our reality   we must survive What doesnt kills makes stronger PALANTE LORE ,worry
beauknows good luck going to sleep im up working on a stupid paper no worries ur not alone  so u ready to record that album or what,worry
jaymckenney gosh Im sorry man  Ill hope for good news,worry
THEWOCKEEZ i wish i can go But im not in US,worry
Went for run my sinuses are pissing me off,worry
Mattwerkmeister heyy have you deleted your myspace account  cause the link in the side bar wont work it says its been deleted wb ily xxx,worry
In KL now took wrong turn after Sg Besi now jam in city center,worry
adrenalynntoao Ive been readin your last few twitts I hope your ok,worry
Waiting for my cell phone to dry out it went swimming in bowl of water earlier,worry
Headed to verizon Praying that pinkberry is going to make it,worry
HAPPY MOTHERS DAY,worry
super bored on a friday night,worry
iGaia Nope  She can travel all she wants when SHE can pay for it,worry
Art History Quiz  I didnt study,worry
where is the sunshinethe only thing i see are clouds,worry
Have 3 of the 5 grandbabies again today 19 month old twins and a 3 12 month infant I love every minute of it too,worry
Wishing I could see NERD headline  Fest at DePaul tonight,worry
RedJeans542 I have to pee,worry
DanaWillhoit Hoping your AC is being fixed right now for you,worry
YAYAYYAYAYAY Toy Story 3 is coming out June 18 2010 though,worry
I took a picture of me looking at my bottle of antibacterial Wicked,worry
Back from a very boring 2020 cricket match in Canterbury Its supposed to be big hitting but there was only one 6 Shame,worry
gfalcone601 I know right  Poorpoor girl It shows why they shouldnt put young people in competitions like this though  ,worry
StephanieMxx Yeah I try 2 chat wif all too It can b hard to find tweeps online  the same time sometimes,worry
I want noms,worry
Went to bed at 1220 last night Woke up around 1045 Holy crap  I need to get up EARLIER Like 8 Wish I could get up at 6 every day,worry
i am doing homework it sux big time maths is the worst,worry
Hanster7705 yeah its tragic  i need a haircut,worry
anthonyqkiernan Ha PC and router have been off and on again many times I assure you  Funny thing is the laptop and phone connect fine,worry
has anyone else seen this the twitter DM notification email says quotreply on we webquot i am all for cool accents but its weird online,worry
dougiemcfly join the club dougie i have a cold too  x,worry
Want To play Sacred 2 Reality Spend all day at the hosp,worry
Restoring new iTouch 2  Excited to use it Yeeeeeeeee Goodbye iTouch 1,worry
MeshelLaurie sorry to hear about a horrible weekend It can only get better Keep smiling,worry
prayingmother I like tweet deck and Ill try the other one u recomended Thanks,worry
awwww writing my resumes too difficult XD how do i tell them ive taken 10 different jobs and quit them within the span of two months,worry
gamboasan hmmm its middle of a zombiemaking day  work here dunno if jazz would help,worry
MysticFearie I want chocolate,worry
My twitterberry doesnt work,worry
eallen444 oh em im sorry  i wuv you to pieces,worry
comedyqueen dont make plans mite go out tho if i can b bothered 2 get out ma pjs,worry
Good Morning,worry
I burneded my tummy,worry
hamoke these lecturing bookworm beasts out for a noble cause  why cant they just be normal,worry
Oh great  I think Im getting sick,worry
I quite fancy Gregg on bgt Singing wasnt as good as his audition though sadly,worry
BeansOnToasted NOOOOO I hate traffic,worry
stacey79 that sucks  Im still hungry and sucked down my food,worry
Just found out I have to leave my lovely flat And been waiting 25 hours for a plumber Still no job news  Not a good day,worry
629 pm  ok lets go now through bowman strategicClock but first a break 0 aargh tired,worry
Thinking about Debra leaving in July,worry
Phooey  Theyve planned CAMPING for my class reunion I Hate Camping and being the only single girl left from my graduating class,worry
Jinxed myself Damn system upgrade didnt stick Starting again,worry
hatz94 Nooooo get on now Haha ill be gone later,worry
Metal0520 I havent talked to you since the last day of school  thats no right,worry
monatweets I wish I could be there to give you the biggest hug right now Im so sorry I cant imagine how painful it must be,worry
Been rebuilding my Dev machine after a disk crash last night,worry
laurenosaur I would love to but sadly I have to work,worry
still has half a math worksheet science WB pages  worksheet and english to go feels a sniffle and dry eyes coming along too,worry
My dad is taking me to school amp picking me up tomoz Plus I have drama almost all day Score bludge day,worry
Why oh why do I always forget to take the medication Im supposed to take 30 minutes before breakfast Just taking it now at 130,worry
This weekend is completely different from last weekend,worry
All done No more internship,worry
prime8507 PC I agree  We have a problem We must stop spending and only work,worry
OMG IM IN SUCH A BAD MOOD 2DAY   wats ppl doin2nite,worry
sthig you make baby jeebus cry,worry
mitchelmusso Mitchel you have no idea how much I want to call you but it costs loads to call from england,worry
marshallochs i dont have texting,worry
keytar badtwin BUT THEY ARE EXPENSIVE,worry
gregkang ah allergies  you must be sleeping walking at work,worry
My attempts at writing tonight seem to be failing,worry
Thinking about all of the cleaning and organizing that needs to be done over the weekend,worry
iCharlotte My original nonYahoo acc was deleted when they got boughtout  But its not too bad I dont receive any Yahoospam from it,worry
Is responding to an email,worry
a bacon roll and a tea and the hackday is your friend  openhacklondon,worry
beadqueen That doesnt sound fun,worry
httptwitpiccom4j9eo this is  how it looks at nights,worry
dorzki good morning  good luck Belive in you,worry
loved but hated driving in pollution,worry
Me and my sister is listening to goodbye my almost lover by a fine frenzy That was me and scarletts song Makes me sad,worry
lindyhot oh noo i cant see it,worry
lisajcopen Sorry you are having a bad week I feel like if I could get good sleep I would be so much better too Fog,worry
havent been on in awhile  no point anyways,worry
Kidney Stones again  What did I ever do to deserve this kind of pain not once or twice but five times in my life Took drugs peace out,worry
kerryisonfire i just went to find that unity girl on bebo i cant find her i fail at bebo stalking,worry
feels really sick after eating some form of chicken Why do restaurants make their grilled chicken sooo greasy,worry
sick on wifes bday double,worry
i need to go out of office again i am melting,worry
Tyrese4ReaL hi My Man lOl I love you too The song was clearer just had to turn my phone down,worry
Hes shybut its cute ily but you dont see it or know it lt3,worry
Bwadoo that doesnt look good at all,worry
im so stressed out  will anything get any better sigh,worry
lyssiecc prettty goooooooood   going to daaaaaancing in a mo and havnt studied much for maths ,worry
riskybizness23 sooo u just gon cheat on me and tell everybody on twitter I dont know if I can trust you anymore     jk,worry
Fuccin bacc hurts now Just dragged the long blocc on a piece of wood From the corner to in my garage,worry
5 hours to go and no football again for me,worry
speechless,worry
trying to learn how to speak french   cant even remember a single word,worry
Now Im in the work   I miss my home any news,worry
CHRISDaughtry  FYI Canada cannot see the VH1 preview of the video,worry
I am in so much pain I really dont feel too good Couldnt eat my dinner,worry
Lookin at spreadsheets so long my eyes are crossing,worry
shiiiiiiiiiiiiiiiiiiiiiiiiiiiiiit advanced databases in 8 hours and 13 minutes  fail,worry
oh when will gfail end been on HTML version all day,worry
CarlosPoulet Are you a night owl or what Always on here as the same time as myself  Enjoy your scifi show,worry
Mcpattz I hope u enjoyed it and your back is now feeling much more better  Godits 120amheading to bed  Godtoo lategood night,worry
Maybe if I pay somebody theyll take care of me I need a personal nurse,worry
DrRonVonDoom derrickjdavis it might be the swine flu haha cause ive got the flu,worry
dipfico hmmm wrong link ignore my tweet,worry
woke up to boxes to the ceiling and now he cant find his yerba mate or coffee beans,worry
